Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Nash Racing: 70 seconds left,"Casual, Indie, Racing",$0.99,"Tero Lunkka, Valkeala Software",Jan 5 2023,n/a,54.0,11
Ping Pong League,Sports,Free To Play,Cover Corp.,Feb 27 2017,n/a,58.0,138
Brigade E5: New Jagged Union,"Simulation, Strategy",$3.99,Apeiron,Oct 17 2006,n/a,73.0,110
Frameland: A Binary Tale,RPG,$14.99,Frameland Games,Oct 30 2024,n/a,100.0,23
Picross Touch,"Casual, Free To Play, Indie, Strategy",Free,Jon Gallant,Aug 24 2016,n/a,94.0,1631
The Cage,"Adventure, Casual, Indie, RPG, Strategy",$0.99,"宅羊, 龙二",Sep 21 2018,n/a,66.0,27
Kuroi Tsubasa,"Free To Play, Indie",Free To Play,Blackwing Gaming,Apr 4 2022,n/a,94.0,38
Tales From The Unending Void: Season 1,"Adventure, Casual, Indie",$14.99,Perverteer Games,May 2 2022,n/a,89.0,360
Doggone Hungry,"Casual, Indie, Free To Play",Free To Play,"Dana Speiser, Kristin Mays, Ina Tomecek, Cassidy Elem, William Alexander Berryhill, Carson Hall, Paige Collins",Aug 2 2021,n/a,93.0,321
The Magician's Workshop,"Adventure, Casual, Indie, RPG",$5.99,Choice of Games,Dec 19 2019,n/a,72.0,11
Tattoo and Girls,"Casual, Indie",$0.99,Kotovodk Studio,Sep 29 2020,n/a,85.0,35
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,"Indie, RPG",Free To Play,Zeboyd Games,Jun 25 2012,n/a,85.0,578
Nancy Drew®: The Deadly Device,Adventure,$19.99,"HeR Interactive, Inc.",Oct 23 2012,n/a,92.0,68
TRADESMAN: Deal to Dealer,"Casual, Indie, Early Access",$2.99,AZAMATIKA,Jun 18 2024,n/a,81.0,801
The Bounty V2,"Adventure, Indie, RPG, Free To Play",Free To Play,David Vogt,Jan 8 2018,n/a,89.0,19
Directionless,Indie,$0.99,Zach Tsiakalis-Brown,May 31 2016,n/a,79.0,67
Wizardry Squared,"Action, Adventure, Casual, Indie, RPG",$0.99,Annonymous,Feb 26 2021,n/a,100.0,10
Chenso Club,"Action, Indie",$9.99,Pixadome,Sep 1 2022,n/a,75.0,69
Exquisite Ghorpse Story,"Adventure, Casual, Free To Play, Indie",Free,Arbitrary Metric,Nov 19 2021,n/a,90.0,21
Transmissions: Element 120,"Action, Free To Play, Indie",Free To Play,"Shokunin, Thomas M. Visser, Vincent Thiele",Jun 16 2016,n/a,94.0,9711
illuminati Simulator VR,Simulation,Free To Play,Ricardo Alonso Pina,Jul 17 2020,n/a,60.0,10
Governor of Poker 3,"Casual, Massively Multiplayer, Simulation, Free To Play",Free to Play,Playtika Ltd.,Feb 19 2016,n/a,69.0,15507
Counter Spell,"Action, Indie, RPG",$4.99,Abnormal Software,Oct 5 2015,n/a,87.0,116
Grid Force - Mask Of The Goddess,"Action, Adventure, Indie, RPG, Strategy",$15.99,Dreamnauts Studios,Sep 15 2022,n/a,66.0,15
Honored,"Action, Adventure, Free To Play, Indie, RPG",Free To Play,"Trevor Babcock, Liam Crowley, James Clingan, Demetrious Reed, Paul Howald",Feb 4 2022,n/a,70.0,34
Mini Car Racing - Tiny Split Screen Tournament,"Action, Casual, Indie, Racing, Simulation, Sports",$9.99,EpiXR Games UG,Apr 23 2021,n/a,77.0,36
Medical verdict,"Casual, Indie, Simulation",$8.99,Volokitin Andrey,Oct 1 2018,n/a,54.0,44
River City Saga: Three Kingdoms Next,Action,$29.99,Arc System Works,Nov 6 2024,n/a,68.0,16
Realm of Dread,"Action, Adventure, Indie",$11.99,Delta Bright,Jan 29 2024,n/a,58.0,12
Gladiator: Road to the Colosseum,"Adventure, Indie, RPG",$5.99,Hosted Games,Jan 17 2019,n/a,27.0,11
Ghoul Smash,"Action, Indie, RPG, Early Access",$3.99,Alyran Games,Sep 26 2024,n/a,92.0,27
Airport Madness 3D: Volume 2,"Adventure, Casual, Simulation",$24.99,Big Fat Simulations Inc.,Nov 22 2017,n/a,83.0,160
Royal Legends: Raised in Exile Collector's Edition,"Adventure, Casual",$6.99,Do Games Limited,May 19 2022,n/a,40.0,10
Sime Is Back,"Action, Adventure, Indie, Free To Play",Free,Grande Spallone Games,Apr 30 2024,n/a,100.0,11
At Home Alone,"Adventure, Casual, Free To Play, Indie, RPG, Simulation, Strategy",Free To Play,阿正不经,Nov 1 2018,n/a,84.0,1865
System Shock 2,"Action, RPG",$9.99,"Nightdive Studios, Irrational Games, Looking Glass Studios",Aug 11 1999,n/a,94.0,5919
Wild Guns Reloaded,Action,$14.99,NatsumeAtari,Jul 11 2017,n/a,88.0,368
Mushroom Agent,"Adventure, Casual, Indie",$0.99,Ready To Play,Jan 6 2023,n/a,80.0,10
Axiom Verge,"Action, Adventure, Indie",$19.99,Thomas Happ Games LLC,May 14 2015,n/a,91.0,5119
Super Weapon Master 超级武器大师,"Action, Adventure, Indie, Early Access",$3.99,Idea Cat,Aug 22 2022,n/a,60.0,20
Wetory,"Action, Adventure, Indie, Strategy",$10.99,PepperStones,Oct 25 2023,n/a,90.0,10
RB: Axolotl,Indie,$9.99,Actawesome,Aug 7 2020,n/a,92.0,38
Always Remember Me,"Casual, Indie, Simulation",$17.99,Winter Wolves,Apr 17 2011,n/a,58.0,138
The Utility Room,"Action, Adventure, Indie",$12.99,Lionel Marsden,Feb 6 2023,n/a,85.0,175
Midnight Arrow,"Action, Adventure, Casual, Indie",$5.99,Low Level Game Dev,Nov 30 2023,n/a,94.0,17
The Hidden Art of Innkeeping,"Adventure, Indie, Simulation",$7.99,SeaPhoenix,Sep 3 2024,n/a,100.0,38
PUZZLE: ULTIMATE,"Adventure, Casual, Indie",Free To Play,AFBIK Studio,May 16 2019,n/a,64.0,39
Super Blue Boy Planet,"Indie, Free To Play",Free To Play,NanningsGames,Dec 16 2016,n/a,90.0,2700
Jacob Jones and the Bigfoot Mystery : Episode 2,Adventure,$3.99,Lucid Games Ltd,Sep 23 2014,n/a,92.0,27
NABOKI,Casual,$1.99,Maciej Targoni,Nov 12 2019,n/a,93.0,332
Karma Knight,"Action, Indie",$8.99,UltramarineSoft,May 20 2020,n/a,87.0,47
Domino Galaxy,"Casual, Indie",$1.99,Papangu Games,Apr 12 2023,n/a,94.0,18
Sky division,"Adventure, Free To Play, Early Access",Free To Play,Marius Axe,Apr 25 2023,n/a,90.0,43
Dead Signal,Simulation,$12.99,Reflect Studios,Oct 20 2023,n/a,89.0,770
Hexcells,"Casual, Indie, Strategy",$2.99,Matthew Brown,Feb 19 2014,n/a,96.0,4756
DIVE: Starpath,"Action, Free To Play, Indie",Free To Play,Gravity Well Studios,Feb 6 2018,n/a,72.0,59
CRIMSON ROOM® DECADE,"Adventure, Indie",$9.99,"Dream Holdings, TAKAGISM Inc.",Jun 10 2016,n/a,55.0,47
The Leopard Catgirl in Miaoli,"Adventure, Indie",$4.99,Erotes Studio,Dec 14 2019,n/a,95.0,160
QANGA,"Action, Adventure, Indie, RPG, Early Access",$19.99,iolaCorp Studio,Sep 2 2024,n/a,77.0,272
Milfy City - Final Edition,"Adventure, Indie",$19.99,ICSTOR,Nov 3 2023,n/a,81.0,458
Peacemaker: Glorious Princess,"Adventure, Casual, Indie, RPG",$10.99,"MaouCat Studio / 魔王貓工作室, Sounding Stone / 老奉毊, Hidari Migiko / 左右子",May 13 2024,n/a,100.0,16
Full Gear,"Adventure, Indie, RPG",$9.99,Dieuwt,Feb 28 2023,n/a,100.0,17
Cluck Yegger in Escape From The Planet of The Poultroid,"Action, Casual, Strategy",$2.99,Guys From Andromeda LLC,Nov 9 2015,n/a,82.0,39
Creatures Inc,"Action, Indie, Simulation, Early Access",$14.99,Little Beavers Games,Mar 22 2019,n/a,58.0,124
Chained: A Victorian Nightmare,"Adventure, Casual, Indie",$4.99,MWM Interactive,Dec 19 2019,n/a,65.0,29
Rotund Zero,"Action, Casual, Indie",$1.99,Dahku,Apr 21 2022,n/a,100.0,18
Trenches of War,"Action, Casual, Indie, Strategy",Free,Vashta Entertainment,Jul 6 2017,n/a,90.0,80
Flairtender,"Action, Casual, Indie, Simulation",$9.99,DigitalBadger Design,Nov 17 2017,n/a,91.0,34
There's Something In The Ice,"Adventure, Indie, Simulation",$4.99,JustTomcuk,Mar 25 2024,n/a,77.0,103
Geballer,Casual,$3.99,"Stuffed Wombat, Inko, Niklas Ström",Jun 10 2022,n/a,97.0,42
Pattern,Indie,$14.99,"Galen Drew, Michael Bell, Badru",Apr 7 2020,n/a,81.0,27
Women's School Simulator 2022,"Action, Indie, Simulation, Free To Play",Free To Play,mobaroid,May 29 2024,n/a,80.0,10
The Dwarves,RPG,$39.99,KING Art,Dec 1 2016,n/a,74.0,1111
Prop Hunt,"Casual, Indie, Massively Multiplayer, RPG, Sports",$9.99,HorseGames,Mar 26 2021,n/a,25.0,160
Demons Never Lie,"Adventure, Casual, Indie",$3.99,IndieBug,Oct 22 2019,n/a,92.0,416
Cursed Treasure 2 Ultimate Edition - Tower Defense,"Casual, Strategy",$8.99,IriySoft,Jul 14 2022,n/a,75.0,232
HelloWorld:ESCAPE,"Action, Indie",$1.99,SandwichStudio,Feb 16 2022,n/a,89.0,19
Jurisdiction,"Indie, Simulation, Strategy",$19.99,Meteor Shock,Mar 2 2021,n/a,66.0,15
Undead Darlings ~no cure for love~,"Action, Adventure, Casual, Indie, RPG",$29.99,Mr. Tired Media,Sep 28 2020,n/a,90.0,10
Kiki & Ana - The Child,"RPG, Free To Play",Free To Play,Horror Shop,Nov 10 2020,n/a,97.0,92
Sky in your eyes,"Indie, Simulation",$5.99,Aleksey Izimov,Jul 22 2022,n/a,79.0,44
Steel Rats™,"Action, Racing",$9.99,Tate Multimedia,Nov 7 2018,n/a,64.0,291
Drunkn Bar Fight on Halloween,Indie,$2.99,The Munky,Oct 1 2018,n/a,78.0,51
Welcome Above,"Adventure, Indie, Racing, Early Access",$8.99,Framefield GmbH,Dec 14 2018,n/a,70.0,10
"Lewd Girls, Leave Me Alone! I Just Want to Play Video Games and Watch Anime! - Hentai Edition","Casual, Indie, RPG, Simulation, Strategy",$3.99,Lewd Games Studio,Oct 1 2023,n/a,83.0,624
Ceaseless Night,"Action, Adventure, Indie, RPG, Strategy",$14.99,JABDP Studio,Nov 30 2022,n/a,72.0,11
Leap of Fate,"Action, Indie",$15.99,Clever Plays,Mar 30 2016,n/a,88.0,322
I dream of you and ice cream,"Adventure, Indie",$4.99,Emilios Manolidis,Jun 17 2020,n/a,95.0,49
Hyposphere,"Casual, Indie",$2.99,Atum Software,May 5 2016,n/a,39.0,46
Blaster Shooter GunGuy!,"Action, Adventure, Indie",$1.99,Adam DeLease,Aug 10 2015,n/a,50.0,80
Illuminati Online,"Action, Adventure, Casual, Indie, Massively Multiplayer, Strategy",$4.99,GalaxyVerse,Sep 6 2024,n/a,26.0,15
City Life 2008,"Simulation, Strategy",$9.99,Monte Cristo,Jul 18 2008,n/a,77.0,206
The Voidness - Lidar Horror Survival Game,"Action, Adventure, Casual, Indie, Simulation",$11.99,Steelkrill Studio,Oct 30 2023,n/a,80.0,183
Toasterball,"Indie, Sports",$9.99,Les Crafteurs,May 3 2023,n/a,97.0,221
ERO TRAP DUNGEON ROGUELIKE,RPG,$14.99,Ketchup AjiNo Mayonnaise,Jul 10 2024,n/a,84.0,19
Hentai Tales: Seed Prison,"Casual, Indie, Strategy",$0.99,Hentai works,May 16 2024,n/a,90.0,11
Kabounce,"Action, Indie, Sports",$14.99,Stitch Heads Entertainment,May 29 2018,n/a,89.0,164
Exanimum: The Silent Call,Indie,$3.99,Perspektik,Mar 11 2024,n/a,77.0,79
TRAIL OUT,"Action, Casual, Indie, Racing",$19.99,GOOD BOYS,Sep 7 2022,n/a,82.0,2141
stratO,"Action, Indie, Simulation",$4.99,Mark Chong,Jun 1 2015,n/a,89.0,29
The Warrior War,"Action, Casual, Indie, Strategy",$0.99,Softwaves,Aug 3 2018,n/a,40.0,15
My So-called Future Girlfriend,"Casual, Indie, Simulation",$4.99,"TALESSHOP Co., Ltd.",Dec 10 2018,n/a,95.0,238
Bomb Club Deluxe,"Casual, Indie, Strategy",$7.99,Antoine Latour,Mar 1 2022,n/a,100.0,39
Conflicks - Revolutionary Space Battles,"Action, Casual, Indie, Strategy",$6.99,Artifice Studio,Nov 5 2015,n/a,82.0,73
CAEDES,"Action, Adventure, Indie, Simulation",$2.99,Madar Games,Aug 18 2022,n/a,39.0,38
Gun Shop Simulator,"Action, Casual, Indie, RPG, Simulation",$3.99,ZuboGames,Feb 11 2024,n/a,38.0,18
Discovr™ Egypt: King Tut's Tomb,"Adventure, Casual, Indie",Free To Play,Discovr Labs,Apr 11 2016,n/a,62.0,58
Mine Crazy: The Korean Grinder,"Casual, Indie, RPG, Simulation",$1.99,Dano Sato,Oct 8 2020,n/a,80.0,10
Artifact Adventure Gaiden DX,"Action, Indie, RPG",$9.99,bluffman,Jul 31 2019,n/a,81.0,33
Mycelium,"Adventure, Indie, RPG, Strategy",$5.99,Alex Grim,Oct 22 2024,n/a,100.0,12
Spring Falls,"Casual, Indie",$6.99,SPARSE//GameDev,Nov 17 2019,n/a,96.0,863
You Will Die Here Tonight,"Action, Adventure, Indie, RPG",$19.99,Spiral Bound Interactive LLC,Oct 31 2023,n/a,93.0,379
Jad,"Action, Adventure",$24.99,Dnovel,Feb 17 2021,n/a,90.0,30
Racing Juke,"Action, Racing, Simulation, Sports",$1.99,Rabotiagi games,Jun 14 2020,n/a,68.0,29
VANILLA - GARDEN OF JUDGEMENT,"Adventure, Indie",$14.99,"CHARON, Kaoru Nekofuji",Aug 10 2018,n/a,96.0,32
Creepy Vision,"Action, Adventure, Indie",$5.99,Orange Valley,Feb 15 2019,n/a,78.0,32
Vector Assault,"Action, Casual, Indie",$4.99,WizByte Games,Dec 10 2015,n/a,61.0,13
Diamond Dan,"Action, Adventure, Casual, Indie",$0.99,Grendel Games,Oct 8 2010,n/a,78.0,38
Project QT,"Casual, Free To Play",Free To Play,xDNA,Jan 16 2024,n/a,65.0,735
Swordlord,"Action, Indie",$0.99,Justin Varghese,Nov 6 2016,n/a,96.0,33
Fight Crab 2,"Action, Indie, Early Access",$14.99,Calappa Games,Feb 13 2024,n/a,93.0,78
Save The Octo,"Casual, Indie, Simulation",$4.99,Fenous,Jul 20 2021,n/a,78.0,14
ScreenPlay,"Utilities, Early Access",Free,Elias Steurer (Kelteseth) Tachiom,Jan 22 2020,n/a,81.0,1154
Shiperoids,"Action, Casual, Indie",$0.99,Frizzank,Jul 30 2017,n/a,80.0,15
Trianga's Project: Battle Splash 2.0,"Action, Casual, Indie",$0.99,Dranya Studio,Sep 26 2023,n/a,88.0,85
Criminal Archives: Alphabetic Murders Collector's Edition,"Adventure, Casual",$6.99,Do Games Limited,May 1 2023,n/a,63.0,11
FINAL FANTASY IX,RPG,$20.99,Square Enix,Apr 14 2016,n/a,94.0,9555
The Alien Trials,"Action, Indie",$1.99,Heypid,Mar 19 2021,n/a,94.0,35
Cubic Enigma,"Adventure, Indie",$8.99,SVGames,Apr 25 2024,n/a,50.0,10
Planetary Annihilation: TITANS,"Action, Indie, Strategy",$29.99,Planetary Annihilation Inc,Aug 18 2015,n/a,85.0,10688
Dum-Dum,"Adventure, Casual, Indie, Simulation, Strategy",$14.99,Hogo Company,Sep 19 2021,n/a,91.0,34
We Are The Dwarves,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy",$24.99,Whale Rock Games,Feb 26 2016,n/a,74.0,808
Boo! Greedy Kid,"Action, Indie",$4.99,Flying Oak Games,Feb 22 2018,n/a,84.0,26
GasZilla,Indie,$4.99,SUJIKO Media Group,Nov 20 2022,n/a,89.0,19
Best of Us,"Adventure, Indie, RPG",$4.99,Hosted Games,Apr 22 2016,n/a,20.0,15
PaintballX,"Action, Casual, Free To Play, Indie, Massively Multiplayer, Sports",Free To Play,KMHgames,Mar 3 2022,n/a,65.0,125
The SoulKeeper VR,"Action, Indie, RPG, Early Access",$19.99,HELM Systems,Aug 15 2017,n/a,61.0,70
Hidden Cube World Top-Down 3D,"Action, Adventure, Casual, Indie, Massively Multiplayer, Simulation, Sports, Strategy",$199.99,Aztech,Aug 18 2022,n/a,60.0,15
Snares of Ruin,"Indie, RPG",$5.99,Astronomic Games,Jan 17 2018,n/a,94.0,38
Sweet Seasons,"Casual, Indie",$0.99,Studio Gamaii,May 9 2017,n/a,90.0,11
Thronefall,"Action, Indie, Strategy",$12.99,GrizzlyGames,Oct 11 2024,n/a,96.0,16360
The one who pulls out the sword will be crowned king,"Adventure, Casual, Indie, Free To Play",Free,Majorariatto,Mar 28 2022,n/a,90.0,8431
Orbit Zero,"Simulation, Strategy",$7.99,Kaan Özgül,Aug 14 2023,n/a,92.0,13
G9:League of Aces,"Action, Sports, Strategy, Free To Play, Early Access",Free To Play,天火數位股份有限公司,Aug 20 2024,n/a,68.0,25
Train to Nowhere,"Adventure, Casual, Indie",$2.00,M0R STUDIO,Jan 24 2024,n/a,92.0,25
DX-Ball 2: 20th Anniversary Edition,"Casual, Indie",$6.99,Longbow Games,Nov 21 2018,n/a,95.0,435
Toddler Simulator,"Casual, Indie, Simulation",$0.99,JoshCorp,Mar 5 2018,n/a,62.0,27
Dungeoneers,"Adventure, Indie, RPG, Strategy",$19.99,Rogue Sword: Strategy & Adventure Games,Nov 15 2022,n/a,84.0,53
Clan of Death,"Action, Adventure, Casual, Indie, Strategy",Free To Play,Julian Roeckl,Oct 1 2021,n/a,84.0,13
Moon Observatory Iris,Simulation,$19.99,batensan,May 1 2021,n/a,94.0,17
GhostHunter,"Action, Casual, Indie, Early Access",Free To Play,谷雨工作室,Dec 10 2021,n/a,72.0,25
ChromaGun,"Action, Adventure, Indie",$12.99,Pixel Maniacs,Feb 16 2016,n/a,73.0,228
Silent Hunter 5®: Battle of the Atlantic,Simulation,$9.99,Ubisoft Romania,Mar 2010,n/a,44.0,2357
Aquadine,"Adventure, Casual, Indie",$19.99,SoftColors,Feb 11 2021,n/a,92.0,26
Cuban Missile Crisis,Strategy,$4.99,G5 Software,May 6 2005,n/a,75.0,215
Forgotten Hill Mementoes,"Adventure, Indie",$1.99,FM Studio,Mar 6 2018,n/a,91.0,213
Storms 2,"Action, Adventure, Casual, Indie, RPG, Strategy",$1.99,Shaun Hogan,Nov 8 2021,n/a,83.0,12
Waves of the Atlantide,"Indie, Strategy, Early Access",$11.99,Metaphore Games SAS,Mar 26 2019,n/a,86.0,15
Whisper Trip,"Action, Indie",$4.99,Walnut LLC,Oct 7 2021,n/a,60.0,79
Vorax,"Action, Adventure, Indie, Early Access",$13.99,IndieGala,Jul 22 2024,n/a,72.0,68
Little Man Has a Day,"Casual, Free To Play, Indie",Free To Play,Mosman,Aug 16 2023,n/a,97.0,312
Warlords Battlecry: The Protectors of Etheria,"RPG, Strategy",Free,"Infinite Interactive, Warlords Battlecry Fan Community, The Protectors Modding Team",Dec 24 2023,n/a,74.0,89
Dash Dash World,"Action, Casual, Racing, Simulation, Sports",$24.99,MOTIONX STUDIO,Dec 6 2021,n/a,77.0,145
Homeless,Adventure,$6.99,DarkPhobia Games,Aug 3 2024,n/a,80.0,143
Flintlock: The Siege of Dawn,"Action, Adventure, RPG",$39.99,A44 Games,Jul 17 2024,n/a,78.0,552
VOIN Demo,"Action, Adventure, Indie, RPG",[],Nikita Sozidar,May 14 2024,n/a,97.0,167
I Did Not Buy This Ticket,"Adventure, Indie",$7.99,"Tiago Rech, Time Galleon",Apr 13 2023,n/a,86.0,233
Head Over Heels,"Adventure, Strategy",$9.99,Retrospec,Aug 9 2019,n/a,57.0,14
Go! Go! PogoGirl,"Action, Indie",$5.99,Ohsat Games,Jan 26 2022,n/a,100.0,29
Project Astra Dominium,"Indie, Simulation, Strategy",$9.99,Snob Entertainment UG,Jan 14 2024,n/a,88.0,63
Intruder In Antiquonia,"Adventure, Casual, Indie",$12.99,Aruma Studios,Jul 8 2022,n/a,92.0,77
Monads,"Indie, RPG, Strategy",$9.99,Team Monad,Feb 15 2019,n/a,63.0,11
BustaShip,"Action, Casual, Indie, Racing, Early Access",$7.99,robbiesla,Jun 17 2020,n/a,100.0,17
Project 5: Sightseer,"Action, Adventure, Indie, RPG",Free,Tasharen Entertainment Inc.,Aug 16 2019,n/a,71.0,520
Sakura Gym Girls: Prologue,"Simulation, Sports",Free,Winged Cloud,Dec 5 2022,n/a,80.0,40
Cherry Tree High Comedy Club,"Adventure, Indie",[],773,Nov 8 2012,n/a,84.0,581
Cute Cats PuZZles,"Casual, Indie",$0.99,"Nikita ""Ghost_RUS""",Jun 19 2018,n/a,73.0,19
Hello Neighbor VR: Search and Rescue,"Adventure, Indie",$29.99,Steel Wool Studios,May 25 2023,n/a,68.0,164
Nekuia,"Action, Adventure, Indie",$9.99,Blue Gate,Dec 16 2016,n/a,60.0,10
Caravaneer 2,"Indie, RPG, Simulation, Strategy",$5.99,Dmitry Zheltobriukhov,Dec 7 2014,n/a,94.0,450
Ruzar - The Life Stone,RPG,$12.99,Hammer Glass Studio Inc.,Dec 2 2015,n/a,72.0,118
Children of Colossus,"Action, Indie",$4.99,Colossus Interactive,Dec 15 2016,n/a,64.0,25
Unholy Heights,"Indie, Simulation, Strategy",$3.99,Petit Depotto,Aug 16 2013,n/a,90.0,1067
The Cerberus Project: Horde Arena FPS,"Action, Indie",Free To Play,Ilya Gorodetskov,Oct 4 2017,n/a,80.0,15
ArchRobo - Robotic Annihilation,"Action, Indie",Free To Play,Ameet Sharma,Sep 1 2017,n/a,84.0,19
Spaceland: Sci-Fi Indie Tactics,"Adventure, Indie, RPG, Strategy",$19.99,Tortuga Team,Sep 30 2019,n/a,73.0,337
SuperTotalCarnage!,"Action, Indie, Early Access",$2.99,IndieGala,Oct 27 2022,n/a,60.0,58
Magic Technology,"Indie, Strategy",$2.99,Vulkano Forge,Jan 29 2018,n/a,63.0,19
Novalie,Adventure,$3.99,Biscuit Placebo,Mar 19 2022,n/a,100.0,13
Furious Angels,"Action, Indie",$4.99,MorfeoDev,Feb 27 2017,n/a,87.0,336
Cool People Club,Adventure,Free To Play,Cool Turtle Games,Nov 30 2022,n/a,90.0,21
The Guest,"Adventure, Indie",$9.99,Team Gotham,Mar 10 2016,n/a,75.0,762
Mystika 4 : Dark Omens,"Casual, Indie",$6.99,Unikgame,Aug 8 2020,n/a,94.0,17
Dragon Lair Depths,"Indie, Strategy",$6.99,Atomheart Game Studio,Jan 9 2024,n/a,90.0,11
Earth 2140,Strategy,$6.99,Reality Pump Studios,Nov 15 2013,n/a,59.0,223
Super Retro Fighter,"Action, Indie, Early Access",$11.99,"Syndrome interactive, Cat God Studio",Apr 11 2021,n/a,71.0,56
Moonstone Tavern - A Fantasy Tavern Sim!,"Indie, RPG, Simulation",$7.99,"Trevor Jones, Trevor Jones",May 13 2016,n/a,30.0,81
XOXO Droplets,"Casual, Indie, Simulation",Free To Play,GB Patch Games,Aug 31 2017,n/a,76.0,314
Sisyphus Paradox,"Action, Indie, Early Access",$8.99,Unruly Mob,Feb 14 2024,n/a,100.0,16
Turbo Overkill,"Action, Indie",$24.99,Trigger Happy Interactive,Aug 11 2023,n/a,95.0,5287
BlackSmith HIT,"Action, Casual, Indie",$0.99,ENTERi,Aug 5 2016,n/a,81.0,273
Three Kingdoms Zhao Yun,"Action, Adventure, RPG",$19.99,ZUIJIANGYUE Game,Jan 17 2024,n/a,66.0,3497
XOXO Blood Droplets,"Casual, Indie, Free To Play",Free,GB Patch Games,Oct 30 2019,n/a,90.0,239
Into the Rhythm VR,Casual,$19.99,"NTWO Studio Co., Ltd",Sep 18 2017,n/a,63.0,41
Sniper 3D Assassin: Free to Play,"Action, Adventure, Casual, Free To Play, Indie, RPG, Simulation, Strategy",Free To Play,Fun Games For Free,Sep 19 2018,n/a,63.0,1623
The Wratch's Den,"Indie, Simulation, Strategy",$5.99,PUNKCAKE Delicieux,Aug 17 2023,n/a,80.0,51
My Therapist is a Futanari 2,Adventure,$0.99,owlyboi,Oct 17 2022,n/a,94.0,17
Knock on the Coffin lid: Prolog,Free To Play,Free To Play,RedBoon,Jul 25 2024,n/a,91.0,79
Cat Guardian,"Casual, Indie, Strategy",$7.99,Yaeegy,Oct 23 2024,n/a,93.0,15
Elsword,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play",Free to Play,KOG,Jul 2 2014,n/a,73.0,9462
Cube Farmer - Puzzle,"Casual, Indie",$2.99,Colossus Game Studio,Aug 26 2022,n/a,100.0,16
恶灵退散 Go Back to Hell,"Adventure, Casual, Indie",$0.99,冷笑黑妖,Oct 20 2021,n/a,81.0,22
Soccer Pinball Thrills,"Casual, Simulation, Sports",$2.99,"Fancy Bytes, Reactor",Jun 26 2015,n/a,42.0,14
Minishoot' Adventures,"Action, Adventure, Casual, RPG",$14.99,SoulGame Studio,Apr 2 2024,n/a,97.0,3525
Pocket Waifu Rekindled,"Adventure, Casual, Indie",$19.99,JNT Games,Sep 26 2024,n/a,92.0,83
Cossacks: Art of War,Strategy,$4.99,GSC Game World,Mar 31 2002,n/a,81.0,270
Omerta - City of Gangsters,"Simulation, Strategy",$14.99,Haemimont Games,Jan 31 2013,n/a,66.0,1524
Cover Sky,"Action, Casual, Indie, Simulation",$0.99,Meng Games,Apr 10 2020,n/a,63.0,11
SaiIn Rhythm,"Action, Indie, RPG",$4.99,"GTai, GentleDriver",Dec 22 2021,n/a,65.0,40
Acolyte,"Adventure, Strategy",$10.99,Superstring,Jun 28 2022,n/a,80.0,40
Mines of Volantis,"Adventure, Indie",$4.99,Spacefish Games,Sep 1 2020,n/a,62.0,16
69 Cindy Love,"Casual, Indie",$4.99,Loolust,Aug 13 2021,n/a,79.0,63
Asteria,"Action, Adventure, Indie",$4.99,Legend Studio,Jul 3 2014,n/a,53.0,196
Bonkies,"Action, Adventure, Casual, Indie",$14.99,Studio Gauntlet,Jan 29 2021,n/a,96.0,25
VR Interior Designer Pro,"Free To Play, Indie, Simulation",Free To Play,Edgehill CGI,Mar 29 2017,n/a,73.0,15
Mighty Monster Mayhem,"Action, Adventure, Casual, Simulation",$2.99,Rank17,Apr 20 2017,n/a,68.0,16
Tractorball,"Action, Indie, Racing, Sports",$6.99,Ninja Whale Studios,Oct 4 2017,n/a,60.0,10
Behold!,"Action, Indie",$1.99,Toster12D3,Oct 26 2016,n/a,68.0,19
DisplayFusion,Utilities,$39.99,Binary Fortress Software,Mar 29 2013,n/a,86.0,954
恋爱公寓（My Girl：Love Story）,"Casual, RPG, Simulation",$4.99,XD_Entertainment,Jun 14 2019,n/a,26.0,50
Supreme Commander 2,Strategy,$12.99,Gas Powered Games,Mar 1 2010,n/a,88.0,7767
Nighttime Terror VR: Dessert Defender,"Casual, Indie",$4.99,Mark Schramm,Apr 4 2016,n/a,60.0,10
Figment 2: Creed Valley - Prologue,"Action, Adventure, Indie",Free,Bedtime Digital Games,Jan 15 2021,n/a,89.0,143
Scream or Die - Virtual Circus,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy",$199.99,Hede,Dec 26 2023,n/a,85.0,20
