Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Lust Epidemic 18+,"Adventure, Casual, Indie, RPG",$9.99,BanzaiProject,Sep 21 2024,n/a,73.0,141
Dense forest,"Action, Adventure, Casual, RPG, Simulation, Sports, Strategy",$9.99,Gamesforgames,Jan 4 2024,n/a,100.0,12
Anode Heart,"Adventure, Indie, RPG",$17.99,Stove Powered Games,Nov 17 2023,n/a,91.0,306
John Lazarus - Episode 1: Dead Man's Origin,"Action, Adventure, Indie",$9.99,RainSoft,Mar 9 2018,n/a,83.0,12
Purrfect Date - Visual Novel/Dating Simulator,"Adventure, Casual, Indie, RPG, Simulation",$9.99,Bae Team,Dec 15 2017,n/a,81.0,155
Liberte,"Action, Indie, RPG",$19.99,Superstatic,May 23 2023,n/a,66.0,137
Yōdanji,"Action, Adventure, Casual, Indie, RPG",$4.99,KEMCO,Dec 6 2017,n/a,84.0,32
Kingdom of the Dragon,"Action, Adventure, Indie, RPG",$5.99,Hook Echo Software,Feb 1 2018,n/a,75.0,32
Just in Slime,Indie,$2.99,Malerouille,Mar 1 2022,n/a,77.0,18
PLANETS OF WAR,"Action, Adventure, Indie, Free To Play",Free To Play,Indiecode Games,Jun 30 2017,n/a,56.0,247
Unfamiliar,"Adventure, Casual, Indie, RPG",$7.99,Mana Tea Games,Dec 12 2019,n/a,66.0,21
RAM BOE,"Adventure, Casual, Free To Play",$1.99,pointfiveteam,Apr 4 2016,n/a,55.0,18
Future Aero Racing S Ultra,"Indie, Racing, Simulation, Sports",$3.99,NURENDSOFT: Jordi Ramon Games,Feb 21 2019,n/a,71.0,14
Loopomotive,"Casual, Indie",Free,Shy Pixel,Mar 31 2021,n/a,88.0,34
Unblock Gridlock,"Casual, Indie, Strategy",$3.99,Analog Casual Studios,Jan 30 2019,n/a,88.0,26
Pembrey,"Action, Adventure, Indie, RPG",$3.99,CrackedGhostGames,Sep 25 2017,n/a,59.0,52
Tomb 盜墓,Indie,$3.99,ASOBI,Jan 28 2023,n/a,20.0,20
Karateka,"Action, Indie, Strategy",$3.99,Liquid Entertainment,Dec 3 2012,n/a,76.0,176
Multishop Tycoon Deluxe,"Indie, Simulation, Strategy",$6.99,Maulidan Games,Mar 10 2017,n/a,68.0,19
Tower Behind the Moon,"Adventure, Indie, RPG",$7.99,Choice of Games,Dec 20 2018,n/a,58.0,17
Just Read The Instructions,"Action, Indie, Early Access",$9.99,Knackelibang Productions,Apr 16 2024,n/a,80.0,10
ChilloutVR,"Action, Casual, Free To Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access",Free To Play,Alpha Blend Interactive,Feb 8 2021,n/a,81.0,2330
Aery VR - A Journey Beyond Time,"Casual, Indie, Simulation",$9.99,EpiXR Games UG,Mar 24 2023,n/a,92.0,65
Sky Is Arrows,"Adventure, Casual, Free To Play, Indie, RPG, Strategy",Free To Play,"2,000 Damage",Jan 8 2018,n/a,80.0,26
Chasing Tail,"Casual, Free To Play",Free,Scylez Studios,Jan 1 2020,n/a,91.0,34
Thief Simulator,"Action, Adventure, Indie, Simulation",$19.99,Noble Muffins,Nov 9 2018,n/a,88.0,30677
Hospitality VR,"Action, Indie, Simulation",$2.99,David Flossdorf,Aug 17 2020,n/a,68.0,102
Relaxation balls,"Action, Adventure, Casual, Indie, Simulation",$0.99,DIAMOND FOX,Nov 5 2016,n/a,31.0,16
Time Tenshi Paradox: Episode 2,"Adventure, Indie, Simulation",$2.99,Silver Cow Studio,Apr 13 2018,n/a,55.0,20
Not It: Spookiest Edition,"Casual, Indie",$6.99,Snowhaven Studios,Oct 12 2021,n/a,72.0,22
Poetry of Blood: Eclipse,"Action, Adventure, Indie, Early Access",$14.99,ZeroGameStudio,Sep 30 2024,n/a,89.0,87
Terminal squad: Swarmites,"Action, Indie, Strategy",$3.99,Droid Riot,Jan 30 2020,n/a,57.0,21
EPOCH,"Action, Indie",$1.99,Uppercut Games Pty Ltd,Jun 5 2014,n/a,82.0,140
Tomb Raider IV: The Last Revelation (1999),"Action, Adventure",$6.99,Core Design,Nov 28 2012,n/a,85.0,1196
FARHOME,"Action, Early Access",$29.99,DEVCUBE STUDIO,Apr 5 2018,n/a,50.0,20
Kach,"Adventure, Free To Play, Indie",Free,"Bhargav Modha, Yi Dai",Aug 18 2022,n/a,82.0,265
The Game of Fourtune,"Adventure, Indie",$24.99,BlackLock Games,Apr 4 2023,n/a,96.0,28
Total Anarchy: Pavilion City,"Action, Indie",$0.99,Fionn Hodgson,May 31 2022,n/a,64.0,14
Puzzle Car,"Casual, Indie, Strategy",$1.99,Rising Moon Games,Feb 27 2021,n/a,97.0,78
Detective Super Star,"Indie, RPG, Simulation, Strategy",$1.99,Ourhsow Games,Feb 9 2023,n/a,45.0,11
Install Wizard,"Action, Indie",Free,MissingLinkGames,May 13 2021,n/a,90.0,31
Safety Driving Simulator: Car,"Casual, Simulation",$3.99,United Independent Entertainment,May 4 2016,n/a,46.0,52
Idle Vikings Clicker,"Indie, RPG, Simulation, Strategy",$0.99,PaulArt,Sep 12 2022,n/a,61.0,13
"Monster Girl 1,000","Indie, RPG",$17.99,TwistedScarlett60,Apr 2 2023,n/a,94.0,332
HoneyLand,"Casual, Indie, Strategy",$1.99,Caio Flavio,Oct 19 2020,n/a,93.0,31
Foster: Ghost Child | 養小鬼,Indie,$5.99,Lsgamedev,Aug 4 2022,n/a,44.0,63
EndZ Village,"Casual, Indie, Simulation, Strategy, Early Access",$11.99,DEVCLIED,Nov 4 2019,n/a,46.0,30
Lunatic Taxi Driver,"Action, Adventure, Casual, Racing, Simulation, Sports",$9.99,Gamesforgames,Mar 24 2024,n/a,100.0,11
Ys X: Nordics,"Action, Adventure, RPG",$59.99,"Nihon Falcom, PH3 GmbH",Oct 25 2024,n/a,89.0,336
EvilMorph,"Action, Adventure, Indie",$2.99,ClickGames,Feb 3 2017,n/a,90.0,73
Hentai Hasshaku,"Casual, Indie, Strategy",$0.99,"GentleDriver, Puzzle L Porject",Feb 9 2023,n/a,85.0,41
Battle of the Four Towers,"Free To Play, Strategy, Early Access",Free To Play,SlippyfopGames,Mar 19 2022,n/a,86.0,23
Dreamy Planet,Casual,$6.99,ebi-hime,Sep 15 2022,n/a,72.0,44
The Walsingham Files - Chapter 1,"Adventure, Casual, Free To Play, Indie",Free,Sapphire Dragon Productions,Mar 25 2019,n/a,85.0,54
Dead Age,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",$14.99,Silent Dreams,Jul 14 2016,n/a,83.0,4266
Gun Duel,"Action, Free To Play, Early Access",Free To Play,Ok! Games,Feb 24 2021,n/a,82.0,88
Crystals of Time,"Casual, Indie",$0.99,"RVL Games, exosyphen studios",Jun 13 2014,n/a,56.0,210
Radiator 2: Anniversary Edition,"Action, Casual, Free To Play, Indie, Simulation",Free,Robert Yang,Jun 16 2016,n/a,86.0,2915
Rugon - Unfinished,"Free To Play, Indie, Strategy",Free To Play,Glaucus Games,Feb 7 2021,n/a,57.0,14
My Breast Friend Sally,"Adventure, Casual, Indie",$5.99,"Lewd Mewd, Kupaa Games",Sep 29 2020,n/a,73.0,683
Adventures Of Fluzz,"Action, Adventure, Casual, Indie",$4.99,TopArcadeApps,Sep 3 2016,n/a,69.0,13
火鸦 blazing crow,"Adventure, Casual, Indie, RPG, Strategy",$2.99,KMH Games,Aug 17 2024,n/a,96.0,30
Stardander School for Witches,"Adventure, Indie, RPG, Early Access",$19.99,Fancy Fish Games,Oct 2 2023,n/a,100.0,13
"Hard, Fast, & Flashy",Action,Free,TCP Studios,Feb 6 2020,n/a,91.0,12
Forest Ranger Simulator,"Action, Adventure, Casual, Indie, Simulation",$14.99,"HOT CODE COMPANY, FreeMind S.A., VIRTUAL MAGIC",Jun 19 2024,n/a,44.0,124
My Free Farm,"Casual, Simulation, Free To Play",Free To Play,upjers,Aug 26 2019,n/a,66.0,78
DRINK BAR MAID -REGRESSION-,"Casual, RPG, Strategy",$9.99,瀧音MELO,Feb 12 2021,n/a,74.0,131
Superbugs: Awaken,"Action, Adventure, Casual, Indie",$14.99,Together Games,Mar 23 2022,n/a,92.0,136
Backrooms Break,"Action, Adventure, Indie, Simulation",$8.99,Jan Jileček,Apr 24 2024,n/a,69.0,291
Denos City: Complete Game,Indie,$11.99,Backhole,May 5 2022,n/a,74.0,162
Break Chance Memento,"Adventure, Indie",$14.99,Cyanide Tea,Feb 12 2016,n/a,84.0,25
Lenna's Inception,"Action, Adventure, Indie, RPG",$9.99,Bytten Studio,Jan 17 2020,n/a,88.0,222
Time Loader,"Action, Adventure, Casual, Indie, Simulation",$9.99,Flazm,Nov 3 2021,n/a,86.0,276
Falling Stars: War of Empires,"Indie, Simulation, Strategy",$14.99,"Riveted Games, Lock 'n Load Publishing",Apr 27 2016,n/a,61.0,13
~necromancy~Emily's Escape,"Action, Adventure, Casual, Indie, RPG",$7.99,PinkPeachStudio,Oct 27 2018,n/a,58.0,440
Slime-san: Superslime Edition,"Action, Adventure, Indie",$14.99,Fabraz,Apr 7 2017,n/a,88.0,69
Inner,Indie,Free To Play,DarkStone Digital,Jul 29 2019,n/a,76.0,21
Jujubos Puzzle,Casual,$2.99,Dininho,Sep 16 2021,n/a,100.0,11
I wanna be The King! Demo,"Action, Casual, RPG",[],EnemyDev,Sep 30 2024,n/a,90.0,10
Off-Road Super Racing,Racing,Free,GameTop.com,Dec 17 2016,n/a,47.0,86
Dangerous Relationship,Adventure,$15.99,Dogenzaka Lab,Aug 23 2016,n/a,49.0,83
Axis Football 2020,"Indie, Simulation, Sports, Strategy",$9.99,Axis Games,Oct 7 2020,n/a,72.0,154
Holy Shift,"Adventure, Casual, Indie",$1.99,Kitten Purradise Studios,Oct 17 2024,n/a,78.0,14
Pulse Forge VR v0.544,"Casual, Indie, Simulation, Early Access",Free To Play,Limits Free,Mar 10 2020,n/a,31.0,35
Summer Catchers,"Action, Adventure, Casual, Indie, Racing",$8.99,FaceIT,Jul 16 2019,n/a,81.0,288
Meltdown,"Action, Indie",$6.99,Phenomenon Games,Jun 5 2014,n/a,86.0,501
FlatOut 4: Total Insanity Workshop Tool,Design & Illustration,Free To Play,Kylotonn,Jun 22 2017,n/a,50.0,18
Undercover Agent,"Adventure, Indie, RPG",$4.99,Choice of Games,Jan 25 2018,n/a,60.0,10
Mistral,"Action, Adventure, Indie, RPG, Early Access",$11.99,Phantombolt Games,Sep 30 2021,n/a,69.0,13
Survivor - Castaway Island,"Adventure, Sports",$24.99,Magic Pockets,Oct 3 2023,n/a,41.0,43
Citadel: Forged with Fire,"Action, Adventure, Indie, Massively Multiplayer, RPG",$14.99,Blue Isle Studios,Nov 1 2019,n/a,68.0,4963
Vampires: Guide Them to Safety!,Indie,$4.99,CBE software,Oct 22 2014,n/a,72.0,37
Killing Time: Resurrected,Action,$24.99,"Nightdive Studios, 3DO",Oct 17 2024,n/a,94.0,151
LONGING RING OF ESCA,RPG,$19.99,Flower games,Aug 15 2019,n/a,43.0,48
TheWraithTrails,"Adventure, Casual, Indie",$10.99,wraithgames,Apr 3 2018,n/a,30.0,10
ServiceIT: You can do IT,"Casual, Indie, Simulation, Strategy, Early Access",$12.99,picture4u,Mar 4 2024,n/a,66.0,261
Unroaded,"Adventure, Casual, Indie, RPG, Free To Play",Free,stormnebulae,Mar 6 2019,n/a,93.0,296
Goblin Stone,"Indie, RPG, Strategy",$24.99,Orc Chop Games,Mar 12 2024,n/a,52.0,675
Gunpowder on The Teeth: Arcade,"Action, Indie",$2.99,Gunpowder Team,Feb 22 2019,n/a,90.0,22
Kanna Maze,"Adventure, RPG",$3.99,致意,May 15 2024,n/a,87.0,239
My Cute Fuhrer,"Adventure, Casual, Indie",$1.99,CUTE ANIME GIRLS,Apr 16 2020,n/a,85.0,926
CornField,"Action, Adventure, Early Access",$4.99,Galactic Games,Oct 25 2024,n/a,13.0,22
6 Feet Behind,"Action, Indie",Free To Play,ApeHardware,Mar 2 2021,n/a,95.0,24
Little Cells,"Casual, Indie",$3.99,Fully Bugged,Jun 4 2015,n/a,78.0,14
The Colonists,"Indie, Strategy",$24.99,Codebyfire,Oct 24 2018,n/a,85.0,956
IDILI,"Indie, Early Access",$9.99,Megalith Interactive Studios,Oct 23 2024,n/a,58.0,12
Stories One,"Action, Indie, Free To Play, Early Access",Free To Play,Gabsee,Sep 4 2023,n/a,65.0,69
Baldur's Gate: Dark Alliance,"Action, RPG",$29.99,"Square One Games Inc., Black Isle Studios",Dec 17 2021,n/a,83.0,795
Bullet Witch,Action,$14.99,"Marvelous, Inc.",Apr 25 2018,n/a,70.0,577
Baladins,"Adventure, Indie, RPG",$24.99,Seed by Seed,May 15 2024,n/a,82.0,87
"Ready, Steady, Ship!","Action, Adventure, Casual, Indie, Simulation",$14.99,Jollybits Games,Apr 19 2024,n/a,74.0,89
Starfighter Arduxim,"Action, Indie, Simulation",$3.99,Fulby Technologies,Oct 19 2016,n/a,73.0,23
Cat Leather Jackets,"Casual, Indie",$9.99,"diogoh3x, Garoa Studios",Dec 1 2023,n/a,97.0,73
Dark Fantasy 2: Jigsaw Puzzle,"Casual, Indie, RPG, Simulation",$2.99,NAISU,May 17 2019,n/a,83.0,133
Commandos Pro Simulator,"Action, Indie",$1.99,CommandosPro,Feb 23 2021,n/a,33.0,15
Bricks Frenzy,"Action, Casual, Indie, Sports",$5.99,Kenisoft Game Studio,Aug 8 2020,n/a,80.0,10
Monster Jaunt,"Casual, Indie",$14.99,Sketch House Games,Feb 20 2020,n/a,100.0,21
Hell is Others,"Action, Adventure, Indie",$14.99,"Strelka Games, Yonder",Oct 20 2022,n/a,73.0,973
The Violinist,"Casual, Indie",$6.99,BigBentertainment,Aug 21 2024,n/a,64.0,14
Battle of Guardians,"Action, Free To Play",Free To Play,Miracle Gates Entertainment,Apr 7 2023,n/a,46.0,66
東方幻想魔録W ～ The Devil of Decline,"Adventure, RPG",$29.99,ハチクマソフト,Mar 28 2024,n/a,92.0,25
10mg: Always Down,"Adventure, Indie",$0.99,"Stuffed Wombat, Beethoven",Oct 16 2020,n/a,96.0,30
Trainz Railroad Simulator 2022,Simulation,$39.99,N3V Games,May 30 2022,n/a,72.0,485
Let's play Cards Baccarat,"Casual, Indie, Sports",$4.99,Squadroni Cacciatori S.R.L.,Sep 10 2024,n/a,89.0,105
Zack Zero,"Action, Adventure, Indie",$2.99,Crocodile Entertainment,Apr 29 2013,n/a,65.0,230
Investi-Gator: The Case of the Big Crime,"Adventure, Indie",$4.99,Games By Bees,Jun 30 2019,n/a,100.0,25
Magic Frame,"Action, Adventure, Indie",$0.99,Nimos Games,May 11 2021,n/a,65.0,20
Star Trek™: Bridge Crew,"Casual, RPG, Simulation",$24.99,Ubisoft,May 30 2017,n/a,75.0,2334
Ostrich Island,"Adventure, Casual, Indie, RPG",$4.99,MeDungeon Ltd.,Jan 8 2015,n/a,82.0,173
Wild Legion,"Action, Casual, Indie, RPG, Simulation, Strategy",$2.99,BluSped Studio,Jan 25 2024,n/a,69.0,26
Hentai Match Fantasy Stories,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",$4.99,RedKingo,Dec 18 2019,n/a,23.0,34
Super Mombo Quest,"Action, Adventure, Indie",$19.99,Orube Game Studio,Nov 3 2021,n/a,96.0,572
Plastomorphosis,"Action, Adventure, Indie",$6.99,VidyGames,Jan 24 2024,n/a,77.0,45
X4: Foundations,"Action, Simulation, Strategy",$49.99,Egosoft,Nov 30 2018,n/a,78.0,18014
Amerzone: The Explorer’s Legacy (1999),"Adventure, Casual",$12.99,Microids,Aug 1 2001,n/a,78.0,246
The Political Process,"Indie, Simulation, Strategy, Early Access",$14.99,Verlumino Studios LLC,Nov 22 2019,n/a,96.0,1706
Summoner,"Action, RPG",$4.99,Volition,Mar 19 2001,n/a,85.0,409
A Legionary's Life,"Indie, RPG",$7.99,Alessandro Roberti,Sep 25 2019,n/a,86.0,2226
Dark Podval,"Adventure, Casual, Indie",$9.99,ХаБеБу,Feb 1 2021,n/a,90.0,11
Battle For The Sun,"Action, Indie",$4.99,Appsolutely Studios,Jul 22 2015,n/a,25.0,31
Lantern,Indie,$4.99,Storm in a Teacup,Nov 15 2016,n/a,62.0,37
Dexterity Ball 3D™,"Action, Indie, Racing",$6.99,Quandary Solutions LTD,Dec 7 2015,n/a,30.0,10
Athanasy,"Casual, Indie",$9.99,Wirion,Apr 13 2022,n/a,98.0,364
Garden Guardian,"Action, Indie",$4.99,Liam Allen-Miller,Aug 9 2022,n/a,97.0,47
Plushie Bomber,"Action, Adventure, Indie",$6.99,Horizon Edge,Jun 16 2023,n/a,100.0,15
Ion Fury,"Action, Indie",$24.99,"Voidpoint, LLC",Aug 15 2019,n/a,93.0,5292
Hurtworld,"Action, Adventure, Simulation",$24.99,Bankroll Studios,Dec 10 2019,n/a,76.0,23840
Inbound,"Action, Casual",$2.99,Gyoza Games LLC,Jul 5 2016,n/a,88.0,36
inMomentum,"Indie, Racing",$9.99,Digital Arrow,Oct 31 2011,n/a,89.0,59
Haydee 2,"Action, Adventure, Indie",$24.99,Haydee Interactive,Nov 23 2020,n/a,90.0,1360
Tulip,"Adventure, Casual, Indie",Free To Play,ashleyypox,Jan 31 2024,n/a,97.0,46
Surbird,"Casual, Indie",$9.99,Phoenixxx Games,Mar 29 2024,n/a,90.0,11
Car Dealership Simulator,"Casual, Indie, Simulation",$9.99,Quadfix Games,May 9 2023,n/a,74.0,1661
Card Blitz: WWII,"Casual, Indie, Strategy, Free To Play",Free To Play,HocWar,Oct 26 2020,n/a,59.0,82
Meta Sudoku,"Casual, Indie, Simulation, Strategy",$1.99,Matrix Science,Aug 29 2023,n/a,84.0,50
Cosmic Leap,"Action, Indie",$0.99,Michael Hall,Mar 17 2016,n/a,68.0,117
Neptunia Virtual Stars,"Action, Adventure, RPG",$39.99,"Idea Factory, Compile Heart",Mar 29 2021,n/a,56.0,353
Marble Mage,"Action, Casual, Indie, Racing",$2.99,Clay Dragon Games,Sep 7 2021,n/a,90.0,11
Torii,Indie,$9.99,Moswig,Nov 17 2022,n/a,84.0,26
Smasher and the Will o' the Thiccs,Casual,$2.99,CreatureUnknown,Jul 12 2022,n/a,97.0,81
Space Captain McCallery - Episode 1: Crash Landing,"Action, Adventure, Indie",Free,Renegade Sector Games,Jul 20 2018,n/a,81.0,38
Ghostwire: Tokyo,Action,$59.99,Tango Gameworks,Mar 24 2022,n/a,83.0,10291
Shift Happens,"Action, Indie",$15.99,Klonk Games,Feb 22 2017,n/a,81.0,2810
Trap Legend,"Adventure, Casual, Indie",$9.99,No Strike,Jul 17 2020,n/a,96.0,514
Virvius,"Action, Indie, Early Access",$4.99,Myke Wills,Apr 6 2024,n/a,92.0,26
Santa Claus in Trouble (HD),"Action, Casual",$9.99,Joymania Development,Dec 20 2020,n/a,95.0,182
You're Not Special,"Adventure, RPG, Strategy",$11.99,Reky Studios,Feb 11 2019,n/a,92.0,13
能量冲击 Energy Shock,"Indie, Strategy, Early Access",$9.99,Meowtoy Games,Sep 27 2019,n/a,85.0,40
Slash It,"Action, Casual, Indie",$39.99,EGAMER,Dec 16 2016,n/a,89.0,746
Orbt XL,"Action, Casual, Indie",$0.99,Adamvision Studios,Apr 21 2017,n/a,96.0,3109
Koni: The Secrets of Castle,"Action, Adventure, Casual, Indie",$0.99,Shido Game Studio,Mar 9 2022,n/a,100.0,15
Age of Empires II: Definitive Edition,Strategy,$19.99,"Forgotten Empires, Tantalus Media, Wicked Witch, World's Edge, CaptureAge",Nov 14 2019,n/a,94.0,133017
Red Valley,"Action, Adventure, Indie",$1.99,616 GAMES,May 9 2022,n/a,83.0,136
Jade Guardian,"Action, Adventure, Casual, Indie",$29.99,FadyGames,May 14 2024,n/a,100.0,10
Hentai Girls - Anime Puzzle 18+,"Casual, Indie, RPG, Simulation",$1.15,TakeThem.Games,Jul 24 2021,n/a,84.0,85
Atlas Wept,"Action, Adventure, Casual, Indie, RPG",$7.99,Kbojisoft,Jan 16 2024,n/a,100.0,28
IDIOTIC (The Game),"Action, Casual, Indie, Racing",$9.99,Emanuel N.M,Feb 2 2023,n/a,76.0,17
"What have you done, Father?",Adventure,$6.99,Darkania Works,Apr 25 2024,n/a,88.0,77
UNDERDOGS,"Action, Adventure, Indie, Simulation",$29.99,One Hamsa,Jan 25 2024,n/a,97.0,1303
The Magical Land of Canada,Indie,Free,echomune,Mar 8 2023,n/a,97.0,34
Hentai VR,Simulation,$8.99,Hentai VR Studios,Apr 29 2021,n/a,65.0,72
Flirt Balls,"Casual, Racing, Strategy",$0.99,Enaayah Software Development and Services Private Limited,Jan 9 2020,n/a,90.0,10
Grimoire Chronicles,"Adventure, Casual, Indie, RPG, Strategy",$7.99,Warfare Studios,Apr 20 2017,n/a,77.0,88
Robby's Adventure,"Adventure, Indie",$1.99,DillyFrame,Aug 29 2017,n/a,41.0,12
The Crust,"Simulation, Strategy, Early Access",$29.99,VEOM Studio,Jul 15 2024,n/a,74.0,1629
Nomori: Prologue,"Adventure, Indie, Free To Play, Early Access",Free To Play,Enchanted Works,Aug 17 2022,n/a,96.0,150
Elium - Prison Escape,"Action, Indie, RPG",$11.99,Lone Artisan Games,Feb 28 2018,n/a,70.0,37
SUNLESS SEA,"Adventure, Indie, RPG",$18.99,Failbetter Games,Feb 6 2015,n/a,83.0,7260
Temple of Pizza,"Action, Adventure, Casual, Simulation",Free To Play,Paul Kohler,Jan 13 2019,n/a,41.0,12
DON'T LOOK AWAY,"Action, Adventure, Indie, Early Access",$2.99,DMNT Interactive,Oct 16 2022,n/a,76.0,204
Rise Of The White Sun,"Simulation, Strategy",$20.99,Maestro Cinetik,Sep 21 2023,n/a,86.0,506
Cool Game,"Action, Casual, RPG",$0.99,Cool Games Studio,Jun 10 2022,n/a,50.0,10
Monads,"Indie, RPG, Strategy",$9.99,Team Monad,Feb 15 2019,n/a,63.0,11
Micro Mages,"Action, Indie",$9.99,Morphcat Games,May 1 2019,n/a,94.0,296
I Did It ALL for the COOKIE!,"Casual, Indie, Free To Play",Free,Paul Rodenburg,Jun 15 2024,n/a,90.0,10
Akai Onna,"Casual, Indie",$2.99,Yamoto,Jan 4 2024,n/a,88.0,159
Isotiles - Isometric Puzzle Game,"Casual, Indie, Strategy",$1.99,Robert Alvarez,Jun 16 2017,n/a,88.0,214
Nancy Drew®: Trail of the Twister,Adventure,$14.99,HeR Interactive,Jun 29 2010,n/a,67.0,134
Milkyway Funland,"Action, Adventure, Casual, Free To Play, Indie, Simulation",Free To Play,Technical Troupers,Dec 15 2020,n/a,54.0,22
Lantern Forge,"Adventure, Indie, RPG",$9.99,Hearthfire Studios,Jul 18 2014,n/a,53.0,249
Starters Orders 6 Horse Racing,"Racing, Simulation, Sports, Strategy",$34.99,Strategic Designs Ltd.,Jun 29 2016,n/a,75.0,86
US and THEM,Strategy,$2.99,Icehole Games,Mar 8 2010,n/a,34.0,70
Way of the Wizard,"Adventure, Casual, Indie, RPG",$10.99,Dani Gas,Jan 19 2023,n/a,73.0,15
QUIT TODAY,"Action, Adventure, Indie, RPG",$11.99,"YOHCAN Co., Ltd.",Apr 2 2024,n/a,91.0,74
Wanking Simulator,"Action, Adventure, Indie, Simulation",$9.99,SIG Publishing,Mar 19 2020,n/a,78.0,308
RoboCop: Rogue City,"Action, Adventure",$49.99,Teyon,Nov 2 2023,n/a,89.0,10113
Devil and the Fairy,"Adventure, Indie, Strategy",$9.99,HandyGames,Feb 12 2018,n/a,61.0,31
Archaeogem,Adventure,$9.99,"Gagonfe, HugoBDesigner",May 17 2024,n/a,88.0,85
Wars of Succession,"Simulation, Strategy",$29.99,Ageod,Jan 25 2018,n/a,81.0,27
Digital Meow,Casual,$29.99,Galactic Geckon,Jun 14 2024,n/a,88.0,51
HANZ!,"Action, Indie, Massively Multiplayer",$4.99,DimleTeam,Oct 16 2018,n/a,75.0,24
"7,62 Hard Life","RPG, Simulation, Strategy",$4.99,HLA team,Oct 1 2015,n/a,80.0,423
Robo-Boy  Risky Venture,"Adventure, Indie",$4.99,TechGameHouse,Aug 17 2021,n/a,92.0,13
Broken Armor,"Action, Indie",$0.99,Jonathan Tindell,Aug 1 2016,n/a,83.0,730
Number Stomper Demo,"Casual, Indie, Strategy",[],James Castle,Sep 13 2024,n/a,100.0,11
Freedom Finger,"Action, Adventure, Casual, Indie",$7.99,"Wide Right Interactive, Mark Zorn",Sep 27 2019,n/a,93.0,114
Desktop Mars,"Casual, Indie, Simulation, Strategy",$2.99,3dm_live_wallpapers,Jul 29 2022,n/a,66.0,36
Yoko Redux: Dreams of a Blue Planet,"Adventure, Casual, Indie",$9.99,Missing Sentinel Software,Jul 29 2022,n/a,85.0,14
Princess&Blade,"Action, Adventure, Indie, RPG, Early Access",$9.99,XP Liu,Jul 7 2021,n/a,82.0,1189
Millennia,"Simulation, Strategy",$39.99,C Prompt Games,Mar 26 2024,n/a,68.0,2457
Just Cause,Action,$6.99,Avalanche Studios,Sep 22 2006,n/a,66.0,4072
Memetric: Classic,"Indie, Simulation, Strategy",$13.99,CloudCage,Nov 9 2022,n/a,100.0,10
FIND YOUR WINGS,"Action, Casual, Indie, Strategy",$3.99,teevy,Oct 25 2022,n/a,90.0,10
Rugby 22,"Simulation, Sports",$39.99,Eko Software,Jan 27 2022,n/a,77.0,305
My Sugar Mommy is a Futanari,Adventure,$0.99,owlyboi,Sep 15 2022,n/a,77.0,31
Desert Law,"RPG, Strategy",$2.99,Arise,Apr 29 2005,n/a,56.0,46
Mining & Tunneling Simulator,Simulation,$4.99,United Independent Entertainment GmbH,Mar 5 2014,n/a,21.0,46
Inhabit,"Casual, Indie, RPG",$2.99,Public Void,Jan 26 2023,n/a,96.0,32
PlanetSide 2 - Test,"Action, Free To Play, Massively Multiplayer",Free To Play,Rogue Planet Games,Nov 20 2012,n/a,82.0,113
Garden Buddies,"Adventure, Casual, Indie, RPG",$14.99,JamPics,Oct 20 2023,n/a,69.0,43
犬神ディフェンダーズ / Soul Dog TD,Strategy,$12.99,Libragames,Nov 29 2023,n/a,89.0,28
Dorke and Ymp,"Action, Adventure, Casual, Indie",$8.99,"Norse, Piko Interactive",Oct 4 2015,n/a,50.0,12
Vendir: Plague of Lies,RPG,$14.99,Early Morning Studio,May 30 2024,n/a,74.0,135
Crysis Warhead®,Action,$19.99,Crytek,Sep 17 2008,n/a,85.0,3444
The Werewolf Hills,"Action, Adventure, Indie",$0.99,Blueplant Entertainment,Aug 17 2019,n/a,66.0,15
Blindia,"Action, Indie",$2.99,IndigoBlue Game Studio,Oct 31 2018,n/a,100.0,16
Waifu School,"Adventure, Casual, Indie, Simulation",$1.99,Waifu Games,Sep 21 2018,n/a,48.0,39
IIslands of War,"Action, Adventure, Indie",$4.99,jwiggs,Mar 10 2024,n/a,86.0,112
Knights of the Sky,"Action, Simulation",$6.99,"MicroProse Software, Inc",Jan 1 1990,n/a,52.0,21
Full Gear,"Adventure, Indie, RPG",$9.99,Dieuwt,Feb 28 2023,n/a,100.0,17
Until Lights Out,"Action, Indie",$1.99,Samuka Gomes,Sep 16 2022,n/a,25.0,12
Fairground Power Polyp Simulator,"Indie, Simulation",$6.99,"CodeGraphX, Semmi Kabel",Dec 2 2022,n/a,93.0,16
Maybe tomorrow,"Casual, Indie",Free To Play,Acetate123,Aug 3 2023,n/a,84.0,13
Vortex Attack EX,"Action, Casual, Indie",$9.99,KaleidoGames,Oct 24 2019,n/a,88.0,17
Grunenberg,Indie,$1.99,Kebabos,Sep 8 2023,n/a,60.0,25
Oik Memory: Endgame,"Casual, Indie",$0.99,Crew Lab,May 28 2019,n/a,92.0,67
QT,"Adventure, Casual, Indie",$9.99,Happy Snake,Jan 23 2020,n/a,96.0,215
