Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
DDNet,"Action, Indie, Racing, Free To Play",Free,DDNet Team,Aug 17 2020,n/a,90.0,27640
Platypus,Action,$4.99,Anthony Flack,Jun 2 2004,n/a,93.0,334
OceanCraft,"Adventure, Early Access",$9.99,FlodLab,Feb 8 2021,n/a,83.0,49
Unblock Me Car,"Casual, Indie",$0.99,ShaganovDev,Mar 24 2021,n/a,97.0,35
Soul Stalker,Action,$4.99,Radhood Advance,Oct 24 2024,n/a,78.0,66
Hentai City,"Casual, Indie",$0.99,CggtGroup,Jun 7 2024,n/a,90.0,11
Invasion Vill,Indie,Free To Play,Wdark,May 30 2022,n/a,80.0,15
Diaries of a Spaceport Janitor,"Adventure, Casual, Indie, RPG, Simulation",$9.99,Sundae Month,Sep 16 2016,n/a,79.0,580
Turtle Champs,"Action, Casual, Indie, Sports, Free To Play",Free To Play,ThatCarrotFella,Jul 4 2024,n/a,93.0,102
DnD Adventure: Wizard's Choice,"Adventure, Indie, RPG",$4.99,CCS,Jun 15 2022,n/a,88.0,36
Agent Roy - Zombie Hunt,"Action, RPG",$9.99,Royex Studio,Jan 26 2023,n/a,70.0,10
Quest for the Golden Candelabra,"RPG, Strategy",Free,Dawnsbury Studios,May 12 2023,n/a,99.0,292
Bunnies Huddled Together,"Casual, Simulation",$1.99,Catnip studio,Aug 29 2024,n/a,91.0,12
Santa Monica Paradise,"Casual, Indie",$3.99,VN House,May 29 2020,n/a,66.0,18
Powder,Video Production,Free,Powder Team,Apr 14 2022,n/a,72.0,68
Unplagued,"Action, Adventure, Casual, Indie, Simulation",$7.99,Euphoric Brothers,Oct 10 2024,n/a,40.0,42
iVIBRATE Ultimate Edition,"Casual, Indie",$5.99,Kink Master Studios,Dec 11 2020,n/a,93.0,65
Idol Queens Production,"Indie, Simulation, Strategy",$24.99,SUNBEESOFT,Apr 29 2022,n/a,33.0,24
Snowcat Simulator,Simulation,$3.99,United Independent Entertainment,Nov 26 2014,n/a,24.0,25
Notes To Myself,"Action, Adventure, Indie",Free,Spy On The Wall,Dec 30 2023,n/a,88.0,36
The Legend of Karl,"Action, Adventure, Free To Play, Indie, RPG, Early Access",Free To Play,Actplus Studio,Feb 21 2021,n/a,74.0,308
Cursed 2,"Action, Adventure, Indie, Free To Play",Free To Play,Disaster Squad Productions,Apr 2022,n/a,94.0,209
Imaginary Friend Asylum,"Action, Adventure, Indie, Simulation",$14.99,Grant Marrs,May 19 2024,n/a,100.0,35
Super Hydorah,"Action, Indie",$19.99,"Locomalito, Gryzor87, Abylight",Sep 20 2017,n/a,87.0,201
Pixel Devil and the Broken Cartridge,"Action, Adventure, Indie",$2.99,Level Evil,Feb 26 2019,n/a,58.0,94
JoJo Siwa: Worldwide Party,Casual,$39.99,Cocodrilo Dog,Oct 21 2022,n/a,100.0,13
Hubris,"Action, Adventure",$29.99,Cyborn B.V.,Dec 7 2022,n/a,75.0,646
Schrodinger's Cat Experiment (SCE),"Casual, Indie, Strategy",$2.99,"Filipe Acosta, Cozy Creeps Games",Jan 31 2024,n/a,93.0,16
The Redress of Mira,"Adventure, Indie",$7.99,Tonguç Bodur,Jul 7 2022,n/a,80.0,30
The Last Order: Dungeons,"Action, Casual, Indie",$0.99,FoxSox Games,Apr 16 2021,n/a,92.0,13
Destroy Geometric Shapes,Casual,$0.99,Sprovieri Games,Apr 1 2021,n/a,86.0,22
The Spire of Mech Zero,"Indie, Strategy",$4.99,Shane Game,Nov 1 2024,n/a,95.0,159
OBSCURY : THE LAST,Indie,$2.99,Joulion S.,Apr 30 2021,n/a,41.0,24
Swanky Paint,"Animation & Modeling, Design & Illustration, Utilities, Early Access",$10.99,Wetgenes,Jun 8 2016,n/a,60.0,10
EBOLA VILLAGE Demo,"Action, Adventure, RPG",[],indie_games_studio,Jun 18 2023,n/a,95.0,21
Touhou Blooming Chaos 2,"Action, Adventure, Indie, RPG",$5.99,"二色幽紫蝶, re零同人社",Apr 17 2020,n/a,92.0,2086
AKIBA'S TRIP: Undead ＆ Undressed,"Action, Adventure, Casual, RPG",$19.99,ACQUIRE Corp.,May 26 2015,n/a,85.0,2965
Offroad Mechanic Simulator: Prologue - First Job,"Racing, Simulation, Sports",Free,"Image Power S.A., GameFormatic S.A.",Apr 3 2023,n/a,67.0,134
Desperados III,Strategy,$39.99,Mimimi Games,Jun 16 2020,n/a,96.0,9560
Timber! The Logging Experts,"Casual, Simulation",$7.99,Stonehill Games,Nov 18 2016,n/a,26.0,15
Wraiths of SENTINEL,RPG,$6.99,Choice of Games,Sep 16 2021,n/a,81.0,16
Tonight We Riot,"Action, Indie",$14.99,Pixel Pushers Union 512,May 7 2020,n/a,96.0,505
Spider-Robots War,"Indie, Strategy",$2.99,Laush Dmitriy Sergeevich,Apr 2 2021,n/a,60.0,23
Puma: the Cat,"Adventure, Casual, Indie",$2.99,Danta Game Studio,Nov 8 2023,n/a,95.0,21
Robot Resistors,"Action, Casual, Indie, RPG",$0.99,Crablacksmith Studios,Dec 5 2023,n/a,73.0,42
Championship Wrestling Promoter,"Simulation, Sports, Strategy",$19.99,Pykrete Games,Nov 9 2022,n/a,76.0,17
Retro War,"Action, Free To Play, Indie, Strategy",Free,Madirex,Jun 30 2020,n/a,88.0,25
Project Hunt,"Adventure, Indie, Simulation, Sports",$24.99,Mind Marvels,Mar 25 2024,n/a,71.0,38
Winter Falling: Battle Tactics,"Indie, RPG, Simulation, Strategy, Early Access",$9.99,"Rarykos, 7A Games",Nov 8 2022,n/a,92.0,343
Road Not Taken,Indie,$14.99,Spry Fox LLC,Aug 5 2014,n/a,82.0,235
Intralism,"Action, Casual, Indie",$2.99,KHB-Soft,Nov 4 2016,n/a,86.0,4390
CUBE-e 2,"Action, Adventure, Casual, Indie, Simulation",$9.99,Piece Of Voxel,Aug 26 2021,n/a,90.0,10
In Celebration of Violence,"Action, Adventure, Indie, RPG",$7.99,Julian Edison,Feb 15 2018,n/a,88.0,392
BEAT 'EM DOWN,"Action, Free To Play, Indie",Free,Ambitious Games,May 26 2021,n/a,49.0,53
Simple CEO,"Casual, Indie, Strategy",$3.99,Madowl Games,Jan 5 2024,n/a,68.0,16
Snake,"Action, Casual, Indie",$1.99,Romans I XVI Gaming,Jun 22 2020,n/a,81.0,11
LOVE,"Action, Indie",$2.99,Fred Wood,Feb 7 2014,n/a,92.0,802
Lost in a Forest,"Action, Adventure, Indie",$1.99,Konsordo,Jan 21 2015,n/a,51.0,80
GemBreak,"Action, Casual",$4.00,Ballista Studios IVS,Jun 14 2016,n/a,72.0,95
Ancient Savo,"Indie, RPG, Simulation, Strategy",$6.99,Erkka Lehmus,Sep 20 2024,n/a,100.0,12
The Swapper,"Action, Adventure, Indie",$14.99,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",May 30 2013,n/a,92.0,4814
Oik 5,"Casual, Indie",$0.99,Crew Lab,Jan 24 2019,n/a,88.0,127
Bloody Efforts,"Action, Free To Play, Indie",Free To Play,Flatmates sp. z o.o.,Sep 16 2022,n/a,75.0,45
Back,"Adventure, Indie, RPG, Simulation",$6.99,MYSTERY CROWN,Jul 30 2024,n/a,80.0,261
Maytroid. I swear it's a nice game too,"Action, Adventure, Indie",$1.99,PixelGreeds,Dec 11 2018,n/a,78.0,171
Data Thief,Indie,Free To Play,Ottercopter,Apr 10 2018,n/a,69.0,13
Space Food Truck,"Indie, Strategy",$9.99,One Man Left Studios,Mar 25 2016,n/a,71.0,206
Big Booty Adventures,"Action, Adventure, Casual, Indie, Early Access",$8.99,NeVReal Studios,Jan 5 2022,n/a,76.0,21
Anomaly Exit,"Adventure, Casual, Indie",$5.99,ExamlGuy,Mar 31 2024,n/a,91.0,381
Shuttle Commander,Simulation,$24.99,Immersive VR Education,Nov 30 2020,n/a,52.0,25
Relaxing Simulator,"Casual, Indie, Simulation",$7.99,Witte Studio,May 24 2024,n/a,100.0,18
Hypersonic Speed Girl / 超速少女,Action,$9.99,disfactNoir,May 8 2018,n/a,100.0,10
Never Stop Sneakin',"Action, Indie",$11.99,Humble Hearts LLC,Feb 25 2018,n/a,60.0,28
Sovereign Elect,"Casual, Massively Multiplayer, Simulation, Free To Play, Early Access",Free To Play,iBlackpen,Jul 22 2024,n/a,76.0,42
Beasts&Chests,"Action, Adventure",$0.99,POLYRAW,Jul 15 2018,n/a,45.0,11
Amoreon NightClub,"Free To Play, Simulation",Free,Citor3,Aug 18 2017,n/a,76.0,75
Banana & Tomato,"Action, Adventure, Casual, Simulation, Strategy, Free To Play",Free To Play,"Noex, Mordecai",Sep 6 2024,n/a,66.0,50
Sky Resort - Delphi & Jessy,"Adventure, Casual, Simulation",$9.99,CrazySky3D,May 12 2022,n/a,56.0,72
Expansion Core,"Action, Adventure, Indie, Early Access",$4.99,CandleBird,Oct 10 2022,n/a,100.0,12
The Winter Tower,Simulation,Free,EVERIUM,Nov 22 2022,n/a,96.0,51
Into Oblivion,"Casual, Indie, Simulation, Strategy",$4.99,Tenth&Hess Games,Jul 30 2018,n/a,85.0,14
I commissioned some bees 6,"Casual, Indie",$1.99,Follow the fun,Sep 8 2022,n/a,96.0,33
MANIC,"Action, Adventure, Indie",Free,Geta Games Team,Dec 3 2019,n/a,90.0,31
Google Spotlight Stories: On Ice,"Adventure, Free To Play",Free,Google Inc.,Jun 6 2018,n/a,91.0,49
Ruins Seeker,"Indie, RPG",$19.99,Nupuryu no sato,May 28 2020,n/a,92.0,628
Trine 2: Complete Story,"Action, Adventure, Indie",$19.99,Frozenbyte,Jun 6 2013,n/a,95.0,14821
星球之间/Between Planets,"Adventure, Indie, Early Access",Free To Play,宇镇（个人）,Aug 5 2019,n/a,71.0,97
DEEP FOG,"Adventure, Indie, Early Access",$14.99,Devil Beetle Games,Apr 29 2022,n/a,90.0,116
The Quintessential Quintuplets - Five Memories Spent With You,Adventure,$34.99,MAGES. Inc.,May 23 2024,n/a,97.0,105
Time Break 2121,"Action, Casual, Indie, Strategy",Free,ACRAM STUDIOS LLC,Aug 20 2019,n/a,48.0,29
GUILTY,Indie,$4.99,Lauro Zanetti Cabral,Sep 15 2022,n/a,90.0,11
Tits and Shadows,"Adventure, Casual, RPG",$2.99,LuQui,Jun 16 2023,n/a,94.0,17
AstroBlast VR,"Casual, Indie",$2.99,Lucid Pixel,Dec 12 2018,n/a,100.0,13
BioShock™,"Action, RPG",$19.99,"2K Boston, 2K Australia",Aug 21 2007,n/a,94.0,23563
Eggstraction,"Action, Casual, Indie",$5.99,TwoShoedGames,May 10 2024,n/a,88.0,61
Barking Puzzle,"Casual, Indie, Simulation",$0.99,Fenous,Jul 20 2021,n/a,58.0,17
Specter,"Animation & Modeling, Design & Illustration, Education, Utilities, Early Access",Free,ALTER-BOY,Nov 24 2018,n/a,100.0,17
Ring of Titans,"Action, Indie, Free To Play",Free,Mash,Oct 21 2024,n/a,78.0,522
Zeke's Peak,"Casual, Indie, Racing, Simulation, Early Access",$8.99,56K Games,Oct 11 2019,n/a,87.0,16
Open The Gates!,"Indie, Simulation, Strategy",$12.99,Robin van der Horst,Oct 17 2022,n/a,76.0,52
Dino Dawn,"Adventure, Indie",$4.99,neonboxgames,May 11 2018,n/a,15.0,19
Escape Dungeon 2,"Indie, RPG, Strategy",$17.99,Hide Games,Jan 13 2022,n/a,93.0,1516
Blitz Breaker,"Action, Indie",$2.99,Boncho Games,Feb 2 2016,n/a,88.0,112
Cheaphaven,"Casual, Indie, RPG, Simulation",$7.99,Combo Routine,Jul 22 2022,n/a,95.0,24
X-COM: Apocalypse,Strategy,$4.99,"MicroProse Software, Inc",Jul 15 1997,n/a,89.0,769
Ricochet Kills: Noir,Indie,$2.99,mibix,Mar 3 2017,n/a,93.0,29
Death Must Die,"Action, Casual, Indie, RPG, Early Access",$6.99,Realm Archive,Nov 14 2023,n/a,92.0,17601
Stick RPG 2: Director's Cut,RPG,$19.99,XGen Studios,Apr 19 2011,n/a,87.0,825
Bounce Ball: Neon Party Arcade,Casual,Free To Play,LabOne48,Feb 4 2022,n/a,100.0,12
Procemon: You Must Catch Them,RPG,$9.99,"Subaltern Games, LLC,",Sep 28 2022,n/a,58.0,12
After Dark VR,"Action, Adventure, Strategy, Early Access",Free To Play,Nexxverse Games,Jan 21 2022,n/a,64.0,104
Block Survival: Legend of the Lost Islands,"Action, Adventure, Indie",$0.99,Battle Blockyverse Studios,Jul 14 2017,n/a,83.0,48
SURV,"Action, Adventure, Indie, Simulation, Early Access",$1.99,IceStudio,Jul 25 2017,n/a,46.0,13
The Last Human In The Universe,"Indie, RPG",$6.99,Kotama Software,Nov 3 2024,n/a,100.0,14
Else Heart.Break(),"Adventure, Indie, RPG",$24.99,"Erik Svedäng, El Huervo / Niklas Åkerblad, Tobias Sjögren, Oscar ""Ratvader"" Rydelius, Johannes Gotlén",Sep 24 2015,n/a,79.0,310
RiME,Adventure,$29.99,"Tequila Works, QLOC",May 26 2017,n/a,90.0,3123
Undomestic,"Action, Adventure, Casual, Indie, RPG, Early Access",$9.99,Tempest Studios,Jul 12 2023,n/a,65.0,23
Lovecraft's Untold Stories,"Action, Adventure, Indie, RPG",$14.99,LLC Blini Games,Jan 31 2019,n/a,78.0,638
Coastline Flight Simulator,"Adventure, Casual, Indie, Simulation",$12.99,Caipirinha Games GmbH,Jul 7 2021,n/a,53.0,13
Little Square Things,"Indie, Strategy",Free,G.Reed,Sep 29 2019,n/a,86.0,76
Submerged Mystery: Takodachi,"Indie, RPG, Free To Play",Free To Play,Sakuraraka,Sep 12 2024,n/a,100.0,17
Dominatrix Simulator: Threshold,"Indie, Early Access",$18.99,deviant.tech,Oct 22 2018,n/a,84.0,593
Juro Janosik,"Action, Adventure, Indie, RPG",$10.99,Peter Jurkovsky,Oct 25 2021,n/a,94.0,75
Nun and Light's Unreachable Forest,"Adventure, Casual, Indie, RPG",$11.99,nikukyu,Aug 18 2023,n/a,70.0,55
Fix Me Up - Hospital Edition,"Adventure, Casual, Indie, Simulation, Sports",$0.99,Thrift Thrift,May 6 2022,n/a,38.0,13
Librarian,"Action, Adventure, Indie",$0.99,FreeAnimals_Software,Mar 4 2021,n/a,93.0,16
Assemble with Care,"Casual, Indie",$7.99,ustwo games,Mar 26 2020,n/a,91.0,6045
Beat Saber,Indie,$29.99,Beat Games,May 21 2019,n/a,95.0,67089
Controller Companion,Utilities,$2.99,Koga Tech Limited,May 4 2015,n/a,90.0,2434
Achromatic,Indie,$4.99,Studio Goya,Sep 28 2018,n/a,73.0,82
Captain Backwater,"Casual, Indie, Strategy",Free To Play,"Jochen Heizmann, Emmanuel Henné, Intermediaware",Sep 12 2017,n/a,83.0,30
Hero of war,"Action, Adventure, Casual, Indie",$0.99,Artur Rezende,Sep 1 2022,n/a,78.0,14
Snowsquall Grip,"Adventure, Indie",$2.99,VidyGames,Aug 1 2024,n/a,73.0,19
Hidden Village Top-Down 3D,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy",$199.99,Top-Down Games,Jul 4 2023,n/a,90.0,11
Swordsman VR,"Action, RPG",$19.99,Sinn Studio Inc.,Sep 25 2020,n/a,71.0,564
Tiny Love,"Adventure, Casual, Free To Play, Indie",Free To Play,Alterindie LLC,Feb 15 2019,n/a,72.0,22
Generals & Rulers,"Casual, Indie, Massively Multiplayer, Strategy",$11.99,Hamsters Gaming,Jun 1 2019,n/a,61.0,360
Ashley: The Emptiness Inside,"Adventure, Indie",$9.99,Yuskare,Aug 13 2020,n/a,70.0,10
RogueSlide,"Casual, Indie, Strategy",$0.99,"Tom Brinton, Alex Morris, Nathan Thomson, Christian Walter",Feb 22 2022,n/a,90.0,21
I Fetch Rocks,"Simulation, Early Access",$15.99,SarumXR,Mar 3 2022,n/a,96.0,87
Going Medieval,"Indie, RPG, Simulation, Strategy, Early Access",$24.99,Foxy Voxel,Jun 1 2021,n/a,89.0,14048
Nonsensical Video Generator,Video Production,$1.99,KiwifruitDev,Jul 23 2023,n/a,98.0,168
Crush Crush,"Casual, Indie, Free To Play",Free To Play,Sad Panda Studios,May 13 2016,n/a,89.0,26419
Freedom Poopie,Indie,$2.99,Electroplasmatic Games,Oct 16 2015,n/a,70.0,10
Wicked Willow,Indie,$19.99,T.F. Wright,Jun 2 2020,n/a,87.0,47
CHALICE,"Action, Adventure, Casual, Free To Play, Indie, Simulation",Free,ben lunato,May 16 2020,n/a,80.0,57
The Wizards - Enhanced Edition,"Action, Adventure",$24.99,Carbon Studio,Mar 8 2018,n/a,75.0,479
Snake Deluxe,"Action, Casual",$2.99,RetroBug,Jul 4 2021,n/a,88.0,17
Leave No One Behind: Ia Drang,"Action, Simulation, Strategy",$24.99,Gaming 301,Mar 2 2022,n/a,41.0,256
Until You Fall,"Action, Adventure, Indie",$24.99,Schell Games,Oct 27 2020,n/a,94.0,2772
Detective Super Star,"Indie, RPG, Simulation, Strategy",$1.99,Ourhsow Games,Feb 9 2023,n/a,45.0,11
F1® Manager 2024,"Simulation, Strategy",$34.99,Frontier Developments,Jul 23 2024,n/a,67.0,1966
The VII Enigma,Adventure,$9.99,Spire Games,Jan 25 2022,n/a,100.0,11
BAD DREAMS - FREE DIVE,"Action, Adventure, Indie",Free,CREATIVE VR3D,Sep 29 2023,n/a,86.0,30
Boom 3D Windows: Experience 3D surround sound in games,"Audio Production, Utilities",$16.99,Global Delight Technologies Pvt. Ltd.,Aug 26 2019,n/a,84.0,675
Tangle Tower,"Adventure, Indie",$19.99,SFB Games,Oct 22 2019,n/a,95.0,4595
Tetris® Effect: Connected,"Casual, Indie",$39.99,"Monstars Inc., Resonair, Stage Games",Aug 17 2021,n/a,95.0,6857
Dungeon Deathball,"Indie, RPG, Sports, Strategy",$11.99,Matt Glanville,Oct 13 2021,n/a,94.0,179
Para Bellum - Hold the Line,Strategy,$17.99,Laukaus Games,Dec 31 2021,n/a,92.0,13
惊险极速,"Casual, Indie, RPG, Strategy, Early Access",$6.99,个人,Nov 29 2021,n/a,97.0,91
Roofbot,"Adventure, Casual, Indie",$4.99,Koreez,Feb 17 2017,n/a,90.0,10
Eternal Essence,"Casual, Free To Play, Indie, Massively Multiplayer, Strategy, Early Access",Free To Play,Blur Entertainment Inc.,Nov 13 2019,n/a,67.0,49
Sorcery Jokers All Ages Version,Adventure,$39.99,3rdEye,Jan 12 2018,n/a,92.0,63
One Night in Kawami,"Adventure, Indie",Free,Brand New Whatever,Jan 17 2024,n/a,100.0,13
LaserZone,"Action, Adventure, Casual, Indie",$13.99,GameCanvas Inc.,Jul 29 2021,n/a,100.0,37
Color Crush 2,"Casual, Indie",$5.99,Frederik Holst,May 10 2021,n/a,50.0,10
City Car Driving,"Indie, Racing, Simulation",$24.99,"Forward Development, Ltd.",Nov 3 2016,n/a,82.0,25150
Heaven's Dream,Simulation,$0.99,Nyankofeti,Jul 24 2023,n/a,54.0,11
Little-Known Galaxy,"Adventure, Casual, Indie, RPG, Simulation",$19.99,Carbon & Kay,May 20 2024,n/a,93.0,510
PhotoVidShow,Video Production,Free To Play,Squidgy soft,Aug 29 2018,n/a,90.0,11
Call of Zombie,"Action, Indie",$1.99,The Two Killer,Jun 21 2023,n/a,71.0,21
Aquanox Deep Descent,"Action, RPG, Simulation",$29.99,Digital Arrow,Oct 16 2020,n/a,48.0,409
Dizzy Hearts Chapter 1,Adventure,$14.99,Lupiesoft,Dec 5 2019,n/a,85.0,28
Love is...,"Casual, Indie",$9.99,LUNOSOFT INC,Aug 26 2024,n/a,94.0,114
Anomaly: Warzone Earth,"Action, Indie, Strategy",$9.99,11 bit studios,Apr 8 2011,n/a,85.0,931
Golf: Hole in One,"Casual, Indie, Sports",$1.99,Headway Games,Jul 14 2023,n/a,81.0,11
Ninja Shodown,Action,$14.99,Bitmap Bureau,Sep 26 2017,n/a,100.0,11
The Sorrowvirus,"Adventure, Casual, Indie",$9.99,Watchmaker,May 30 2020,n/a,76.0,38
Limouzik,"Casual, Indie, Audio Production, Education, Software Training, Utilities, Early Access",$19.99,Limouzik SAS,Jun 18 2018,n/a,60.0,10
JustScroll,Utilities,$1.99,Eduard Georgiev,Jan 12 2024,n/a,100.0,35
Reversion - The Escape (1st Chapter),"Adventure, Casual, Indie",$0.99,3f Interactive,Mar 21 2012,n/a,81.0,161
Trash Time,Casual,Free,Dalibor Bartoš,Mar 8 2019,n/a,96.0,31
Magic Box,"Adventure, Casual, Indie",$0.99,Indie Games Studio,Jan 19 2017,n/a,73.0,84
My Stepsis is a Furry Futa Fox,Adventure,$0.99,owlyboi,Oct 6 2022,n/a,80.0,57
Linx Battle Arena,"Action, Casual, Indie",Free To Play,Blueshift Media,Jan 29 2018,n/a,73.0,38
Jurassic Tower Defense,"Indie, Strategy",$6.99,Iker Rodrigo,Nov 7 2024,n/a,100.0,10
Gra&Vity,"Casual, Indie, Strategy",$2.99,Company Not Found,Oct 7 2021,n/a,100.0,14
Yuppie Psycho: Executive Edition,"Adventure, Indie",$16.99,Baroque Decay,Apr 25 2019,n/a,95.0,6449
Vamps For The Memories,"Adventure, RPG, Free To Play",Free,CGG,Mar 10 2022,n/a,81.0,37
Legend Of The Ape,"Action, Indie",$2.99,Cyfi Developers,Aug 20 2021,n/a,100.0,15
KUUKIYOMI: Consider It,"Casual, Indie, Simulation",$4.99,G-MODE,Mar 29 2020,n/a,79.0,499
Multiplayer Platform Golf,"Casual, Sports",$4.99,Robot Assembly,Feb 29 2024,n/a,93.0,186
14 Minesweeper Variants 2,Casual,$6.99,"Alith Games, Artless Games",Jun 14 2024,n/a,97.0,173
Apollo in Outer Space,Adventure,$2.99,Apollo Games Lab,May 21 2021,n/a,100.0,10
Screen Wonders,"Simulation, Free To Play, Animation & Modeling, Design & Illustration, Utilities",Free,3Planesoft,May 6 2024,n/a,86.0,15
Pocket Rumble,"Action, Indie, Early Access",$9.99,Cardboard Robot Games,Feb 1 2016,n/a,73.0,149
The Sound of Fireworks: The Haiku,"Casual, Indie",Free To Play,thatdiesel,Jun 23 2022,n/a,93.0,15
Skul: The Hero Slayer,"Action, Indie",$19.99,SOUTHPAW GAMES,Jan 20 2021,n/a,93.0,46550
Risen,RPG,$14.99,"Piranha Bytes, THQ Nordic",Oct 30 2009,n/a,89.0,6792
Armoured Commander,Strategy,Free,Gregory Adam Scott,Jul 20 2020,n/a,85.0,42
Doodler,"Casual, Indie",Free To Play,SolarByte,Jul 15 2016,n/a,92.0,65
Plat4mer,"Action, Casual, Free To Play, Indie",Free To Play,sky-coding,Dec 17 2018,n/a,82.0,28
Futa Fix Dick Dine and Dash,"Casual, Simulation",$11.99,"Cyberframe Studios, Kupaa Games",Dec 21 2020,n/a,86.0,1878
Lost Love Island,"Adventure, Indie, RPG",$7.99,OneCoin,Mar 22 2024,n/a,53.0,13
Dream Tactics,"Adventure, Indie, RPG, Strategy",$17.99,Spectra Entertainment Inc.,Apr 15 2024,n/a,92.0,303
Moonleap,"Action, Adventure, Casual, Indie, Strategy",$8.99,guselect,Apr 11 2023,n/a,99.0,770
Spelldash,"Action, Adventure, Indie",$4.99,Gwyn Games,Aug 19 2022,n/a,72.0,11
Ancestors Legacy Free Peasant Edition,Strategy,Free,Destructive Creations,Feb 6 2018,n/a,79.0,874
Biba`s Adventures — Hardcore Platformer,"Adventure, Indie",$9.99,Volrest,Jan 30 2020,n/a,88.0,26
kirakira stars idol project AI,"Adventure, Casual, Indie",$12.99,Sushi_soft,Feb 16 2020,n/a,83.0,59
Super Ninja Meow Cat,"Action, Indie",$2.99,Angel D,Feb 21 2019,n/a,84.0,13
DIY MY LADY IN VR WORLD,"Casual, RPG, Simulation",$9.99,IPC Technology（UK）,Feb 10 2021,n/a,70.0,70
Nancy Drew®: Warnings at Waverly Academy,Adventure,$14.99,HeR Interactive,Jan 13 2010,n/a,89.0,277
Bounty of One,"Action, Casual, Indie, RPG",$6.99,OptizOnion,Sep 8 2023,n/a,88.0,2313
Soccer Battle Royale,"Action, Casual, Indie, Sports",$2.99,DitzelGames,Nov 3 2018,n/a,81.0,16
Team Up VR (Beta),"Action, Free To Play, Indie",Free To Play,Innolabs,Aug 21 2018,n/a,53.0,30
OZMAFIA!!,Adventure,$34.99,Poni-Pachet SY,Apr 29 2016,n/a,81.0,579
World War I,Strategy,$4.99,Dark Fox,Jun 17 2005,n/a,75.0,186
SENTINEL,"Action, Adventure",Free To Play,"Jack Perkins, Kriscia Martinez",Jan 29 2023,n/a,100.0,15
Dirty Love,"Adventure, Casual, Indie, Simulation, Sports",$2.99,Hell Bomb Studio,May 31 2024,n/a,86.0,23
The Emptiness Deluxe Edition,"Adventure, Casual",$9.99,Hooligans Entertainment,Apr 17 2015,n/a,30.0,26
Torn Tales: Rebound Edition,"Adventure, Indie, RPG",$14.99,Twistplay,Sep 6 2018,n/a,27.0,11
Training Lucie,"Adventure, Indie",$9.99,SecretGame,Jan 9 2023,n/a,92.0,226
Action Alien: Survival,"Action, Adventure, Casual, Indie",$3.99,Devdan Games,Feb 26 2018,n/a,50.0,30
Loca-Love My Cute Roommate,"Adventure, Casual",$19.99,Frontwing,Oct 25 2018,n/a,93.0,104
Alchemia: Creatio Ex Nihilo,"Adventure, Indie, Strategy, Early Access",$19.99,Space Paca Games,Jul 28 2022,n/a,88.0,18
Heroes of Arca,"Indie, RPG, Strategy",Free To Play,IMPIRESOFT,Feb 16 2017,n/a,68.0,75
Brisk Square Demo,"Action, Adventure, Indie, Early Access",Free,Outerlynx,Jun 4 2021,n/a,82.0,80
Peachy Derby,"Casual, Racing, RPG",$14.99,Pretty Gamer,Oct 25 2024,n/a,96.0,32
BlackSimulator,"Adventure, Casual, Indie, RPG, Simulation",$2.99,Justin Fox Media,Feb 26 2018,n/a,93.0,15
Detective Kiwi,"Casual, Free To Play",Free To Play,Old Potato,Jan 26 2024,n/a,84.0,19
Deadly Dozen Reloaded,"Action, Strategy",$12.99,N-Fusion Interactive,Apr 29 2022,n/a,67.0,37
NUMANUIN,"Action, Indie",$0.99,NUMANUIN,Oct 21 2024,n/a,100.0,14
Art of Murder - Hunt for the Puppeteer,Adventure,$4.99,City Interactive S.A.,Feb 17 2009,n/a,70.0,114
Cavalry Girls,"Indie, RPG, Strategy",$9.99,中子星游戏研究所,Oct 20 2023,n/a,89.0,1435
Ruckus Ridge VR Party,"Action, Indie",$9.99,Foreignvr,Apr 5 2016,n/a,63.0,52
Crypt,"Adventure, Free To Play, Indie",Free,Valefisk,Sep 27 2022,n/a,90.0,1344
Morph!,"Adventure, Casual, Indie, Strategy, Free To Play",Free To Play,BONNATE,Mar 24 2024,n/a,56.0,16
Glitch,"Adventure, Casual, Free To Play, Indie, Strategy",Free To Play,Ekrcoaster,Jun 26 2018,n/a,52.0,373
Venture's Gauntlet VR,"Action, Adventure, Sports",$9.99,Bearhammer Games LTD,May 23 2024,n/a,85.0,20
Escape From Zombietown,"Action, Free To Play",Free To Play,Richard R.,May 20 2024,n/a,94.0,67
Confess My Love,"Adventure, Free To Play, Indie, RPG",Free,LR Studio,May 20 2017,n/a,93.0,4655
Stellar Settlers: Space Base Builder,"Casual, Indie, Simulation, Strategy, Early Access",$11.99,Tinymice Entertainment,Mar 11 2024,n/a,81.0,369
Blockships,"Action, Casual, Indie, Early Access",$6.99,Dr Davient,Sep 2 2016,n/a,94.0,17
Aerodangle,"Action, Indie",$5.99,LostVolBytes,Dec 7 2023,n/a,95.0,23
Potion Tycoon,"Simulation, Strategy",$19.99,Snowhound Games,Oct 4 2024,n/a,72.0,455
Interactive Empathy,"Adventure, Indie",Free,Animafest Workshop 2019,Dec 4 2020,n/a,53.0,15
Zup! XS,"Casual, Indie",$1.99,Quiet River,Apr 17 2019,n/a,85.0,1249
Spectator,"Action, Casual, Indie, Simulation",$12.99,Neko Machine,Feb 6 2023,n/a,94.0,89
