Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Donald VS Martians,"Action, Indie",$0.99,You are Fired! team,Apr 19 2019,n/a,68.0,16
战姬军团,"Action, Adventure, Casual, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play",Free To Play,Fcgame,Dec 18 2023,n/a,90.0,1727
Lords of New York,"Casual, Free To Play, Indie, RPG, Early Access",Free To Play,"Lunchtime Studios, LLC",Jan 19 2017,n/a,55.0,60
PIGROMANCE,"Action, Adventure, Indie",$19.99,OAA (외계인납치작전),Jul 25 2024,n/a,98.0,51
TRASHMORFERS,"Action, Adventure, Indie",$7.99,"Tzika P, Pantechou M",Mar 16 2023,n/a,100.0,29
"The Sinking Structure, Clione, and Lost Child -Log4","Adventure, Free To Play",Free,MATRE,Mar 23 2022,n/a,84.0,13
Evrisia Art,"Casual, Free To Play, Simulation",Free To Play,Electric Puppets Inc.,Sep 2 2019,n/a,63.0,11
Seaberry Holiday,"Casual, Indie",Free,Cozy Strawberry,Dec 7 2022,n/a,91.0,35
Tsuro - The Game of The Path,"Casual, Strategy",$9.99,Thunderbox Entertainment,Oct 19 2020,n/a,93.0,109
Chicken Fall:Joint raid,"Action, Adventure, Indie",$8.99,NightWalker,Sep 27 2024,n/a,84.0,26
The Testament of Sherlock Holmes,Adventure,$19.99,Frogwares,Sep 25 2012,n/a,79.0,2773
Off Trail,"Adventure, Indie, Sports, Free To Play",Free,Crabeater Games,Oct 23 2024,n/a,89.0,28
Squad,"Action, Indie, Massively Multiplayer, Strategy",$49.99,Offworld,Sep 23 2020,n/a,83.0,141665
Bird Feather: Aquamarine World,"Adventure, Casual, Indie, Simulation",$1.99,Andrium Games,May 15 2024,n/a,100.0,11
Kredolis,"Adventure, Indie",$9.99,Pharos Interactive,Sep 27 2022,n/a,53.0,65
Corleone Online,"Action, Free To Play, Indie, Massively Multiplayer, RPG",Free To Play,iAppsBeats,Jun 24 2022,n/a,70.0,20
Ghoststory,"Adventure, Casual, Indie",$1.99,Loaded Games,Jun 21 2018,n/a,28.0,21
Neoproxima,"Adventure, Indie, RPG",$12.99,Lonestone Studio,Mar 25 2024,n/a,100.0,39
Hentai Tales: Sex Apartment,"Casual, Indie, Strategy",$0.99,Hentai works,Nov 29 2023,n/a,84.0,39
Motherboard Under Attack,"Casual, Indie, Strategy",$2.99,AlbiStudios,Dec 15 2022,n/a,92.0,13
NeverAwake,"Action, Indie",$19.99,Neotro Inc.,Sep 28 2022,n/a,95.0,125
The Backrooms: Mass Extinction,"Adventure, Indie, Early Access",$14.99,Mitchell Hepburn,Jun 23 2022,n/a,57.0,61
Overclocked,"Action, Free To Play, Indie",Free,Magnesium Ninja,Oct 9 2018,n/a,92.0,327
Chef: A Restaurant Tycoon Game,Simulation,$19.99,Innervoid Interactive,Aug 20 2020,n/a,72.0,1262
Planet Stronghold 2,"Indie, RPG",$24.99,Winter Wolves,Mar 31 2020,n/a,92.0,41
Witchtastic,"Action, Casual, Indie, Simulation",$17.99,Red Fur Games,Oct 26 2021,n/a,90.0,165
Resident Evil 4,"Action, Adventure",$39.99,"CAPCOM Co., Ltd.",Mar 23 2023,n/a,97.0,97170
Deputinization,"Action, Indie",$5.97,Myttsi Zabav,Sep 30 2023,n/a,100.0,32
Werewolf: The Apocalypse — Heart of the Forest,"Adventure, Indie, RPG",$14.99,Different Tales,Oct 13 2020,n/a,85.0,671
The Hungry Lamb: Traveling in the Late Ming Dynasty,"Adventure, Indie, RPG",$9.99,零创游戏(ZerocreationGame),Apr 22 2024,n/a,96.0,34228
Viking Butcher,"Action, Casual, Free To Play",Free To Play,Yodum Games I/S,Jul 21 2020,n/a,89.0,38
McPixel 3,"Adventure, Casual, Indie",$9.99,Sos Sosowski,Nov 14 2022,n/a,97.0,909
Skiing Frenzy,"Indie, Sports",$0.99,LGV,Apr 28 2023,n/a,100.0,10
LAPIN,"Action, Adventure, Indie",$18.99,Studio Doodal,Aug 29 2023,n/a,92.0,194
Howl of Iron,"Action, Adventure",Free To Play,16 Gears,Jan 12 2023,n/a,78.0,61
WARSAW RISING: City of Heroes,"Indie, RPG, Free To Play",Free To Play,"Pixelated Milk, Retrovibe Games",Oct 2 2019,n/a,65.0,1273
The Lost Battalion: All Out Warfare,"Action, Casual, Indie",$4.99,Jake Olson,Apr 23 2015,n/a,48.0,66
Cricket Captain 2018,"Sports, Strategy",$9.99,Childish Things Ltd,Jul 13 2018,n/a,60.0,64
Shadows Over Loathing,"Adventure, Indie, RPG",$22.99,Asymmetric,Nov 11 2022,n/a,96.0,2715
Locked Up,Indie,$12.99,EMIKA_GAMES,Apr 23 2020,n/a,77.0,1138
Warlords Battle Simulator,"Simulation, Strategy",$9.99,RedKar Devs,Nov 5 2024,n/a,84.0,13
Rabat Protocol:Metal Rhapsody,"Action, Casual, Indie, Strategy",$6.99,What‘s Up Labs,Jul 27 2023,n/a,91.0,62
Tower Ball - Incremental Tower Defense,"Casual, Indie, Strategy",Free To Play,WaffleStack Studio LLC,Jun 15 2021,n/a,65.0,210
NALOGI 2,"Adventure, Casual, Indie, RPG, Strategy",$1.99,CUTE ANIME GIRLS,May 31 2018,n/a,75.0,305
Viking Vengeance,"Action, Adventure, Indie, RPG, Strategy",$19.99,Lowpoly Interactive,Apr 8 2021,n/a,60.0,65
Novena Diabolos,"Adventure, Indie, RPG",$15.99,H5DEV Games,Nov 18 2021,n/a,97.0,43
Fish Simulator: Aquarium Manager,"Casual, Indie, Simulation, Strategy",$9.99,DuoBonza,Feb 10 2020,n/a,56.0,23
ШХД: ЗИМА / IT'S WINTER,"Casual, Indie, Simulation",$9.99,"ИЛЬЯМАЗО, sad3d",Mar 7 2019,n/a,76.0,698
Dimension Drive,"Action, Indie",$12.99,2Awesome Studio,Dec 7 2017,n/a,81.0,38
Sky Link,"Action, Massively Multiplayer, Simulation, Early Access",$19.99,Odisi Games,Aug 16 2019,n/a,86.0,44
GUILTY GEAR 2 -OVERTURE-,Action,$19.99,Arc System Works,Mar 31 2016,n/a,75.0,311
Interkosmos,"Action, Adventure, Indie, Simulation",$4.99,Ovid Works,Apr 25 2017,n/a,86.0,192
Morbid: The Seven Acolytes,"Action, Adventure, Indie, RPG",$24.99,Still Running,Dec 3 2020,n/a,75.0,782
Tragedy of Prince Rupert,"Action, Indie",$3.99,Spytihněv,Jul 26 2017,n/a,89.0,47
Clad in Iron: Gulf of Mexico 1864,"Simulation, Strategy",$24.99,Totem Games,Sep 5 2017,n/a,100.0,16
Worshippers,"RPG, Strategy",$9.99,Brainwashing Games,Feb 27 2018,n/a,76.0,94
Walk While My Grandmother Plays The Piano,"Casual, Free To Play, Indie, Simulation",Free,Epimetheus,Nov 4 2022,n/a,92.0,205
Conqueror 940 AD,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$9.99,"Combat Wombat Studios, Real Epic Development Studios",Apr 1 2021,n/a,69.0,23
"Hot Dogs, Horseshoes & Hand Grenades","Action, Simulation, Early Access",$19.99,RUST LTD.,Apr 5 2016,n/a,97.0,19888
BLOKI,"Casual, Indie, Simulation",Free,Voxel,Nov 30 2023,n/a,70.0,31
RiMS Racing,Racing,$49.99,Raceward Studio,Aug 19 2021,n/a,68.0,295
Eschalon: Book I,"Indie, RPG",Free,Basilisk Games,Nov 17 2007,n/a,86.0,361
Joe Wander and the Enigmatic Adventures,"Adventure, Casual, Indie",$29.99,Frozen Pixel,Feb 3 2023,n/a,81.0,38
Black The Fall,"Action, Adventure, Indie",$14.99,Sand Sailor Studio,Jul 11 2017,n/a,78.0,675
Moons of Madness,Adventure,$24.99,Rock Pocket Games,Oct 22 2019,n/a,76.0,1962
Letter Lancers,"Action, Indie, Early Access",$8.99,Wetcoat Games,Jun 19 2024,n/a,92.0,39
FOREWARNED,"Action, Adventure, Indie",$12.99,Dreambyte Games,Apr 25 2024,n/a,91.0,4631
A Year Of Rain,"Indie, RPG, Strategy",$14.99,Daedalic Entertainment,Mar 13 2020,n/a,42.0,483
FADE^2,"Action, Adventure, Casual, Indie, Racing, Simulation",Free To Play,"QueseraGames Co., Ltd.",Dec 24 2023,n/a,94.0,34
Carly and the Reaperman - Escape from the Underworld,"Adventure, Casual, Indie",$19.99,Odd Raven Studios,Jun 19 2018,n/a,90.0,185
Warplanes: WW1 Fighters,"Action, Simulation",$19.99,Home Net Games,Mar 4 2021,n/a,89.0,378
Chesskoban - Chess Puzzles,"Casual, Indie, Strategy",$0.99,Heimo Game Studio,Nov 5 2021,n/a,94.0,35
Infantry Attack,Action,$4.99,VOODOO,May 20 2024,n/a,90.0,21
Invasion,"Action, Indie",$2.99,brutalsoft,Jun 15 2018,n/a,91.0,12
LurkBait Twitch Fishing,"Casual, Indie, Simulation, Sports",$7.00,BLAMCAM Interactive,Feb 21 2024,n/a,98.0,227
Claws & Feathers 2,Casual,$6.99,"Adept Studios GD, Alawar Entertainment",Dec 13 2016,n/a,92.0,27
Love and Sex: Second Base,"Casual, Simulation",$19.99,Andrealphus Games,Jul 17 2023,n/a,92.0,1007
Real Farm – Gold Edition,"Adventure, Casual, Simulation",$19.99,SOEDESCO,Jun 24 2021,n/a,38.0,21
The Dark Inside Me - Chapter II,"Adventure, Indie",$14.99,Akçay Karaazmak,Jun 5 2021,n/a,82.0,35
Frauki's Adventure!,"Action, Adventure, Indie, Free To Play",Free To Play,Casey Clyde,Apr 29 2021,n/a,75.0,33
35MM,Indie,$8.99,Носков Сергей,May 27 2016,n/a,71.0,3305
Beat Me If You Can,"Action, Adventure, Casual, Indie",$1.99,Ibrahim sofan,Sep 10 2020,n/a,75.0,12
A Small Robot Story,Adventure,Free,bc likes you,Dec 19 2017,n/a,87.0,41
Charlie in the Moistverse of Madness,"Action, Free To Play, Indie",Free,Logic Leo,Mar 11 2022,n/a,97.0,417
Road to your City,"Casual, Indie, Simulation, Sports, Strategy",$9.99,Yheeky Games,Nov 18 2019,n/a,62.0,67
Retrocycles,"Action, Indie, Racing, Sports",Free,Manuel Moos,May 18 2000,n/a,94.0,173
The Backrooms: Liminal Reality,"Action, Adventure, Indie",$9.99,CoffeeCupz Games,Feb 15 2023,n/a,66.0,24
Dusty Derby,"Action, Casual, Indie, Massively Multiplayer, Sports, Early Access",$9.99,Geniesoft Inc.,Oct 20 2024,n/a,100.0,16
Incredible Dracula: The Ice Kingdom,"Adventure, Casual, Indie",$6.99,Platinum Games,Nov 28 2018,n/a,87.0,16
Jerry Rice & Nitus' Dog Football,Sports,$2.99,JUDOBABY INC.,Aug 16 2011,n/a,90.0,51
ArcaniA: Fall of Setarrif,RPG,$29.99,Spellbound,Oct 24 2011,n/a,40.0,642
Dark Flame,Casual,$0.99,SkyOne Studios,Jan 20 2022,n/a,100.0,13
Power of Ten - Demo,"Action, Indie",Free,Pew Times Three,Sep 23 2020,n/a,98.0,56
Goetia,"Adventure, Indie",$14.99,Sushee,Apr 14 2016,n/a,77.0,531
Up to Par,Indie,$19.99,It's Anecdotal,Oct 14 2024,n/a,74.0,35
Ultimate ADOM - Caverns of Chaos,"Indie, RPG, Strategy",$19.99,"Thomas Biskup, Jochen Terstiege, Krzysztof Dycha, Lucas Dieguez, Bastian von Gostomski, Carola Sochiera, Björn Loesing",Aug 25 2021,n/a,48.0,398
Caapora Adventure - Ojibe's Revenge,"Action, Adventure, Indie, RPG",$3.99,Overaction Game Studio,Apr 18 2022,n/a,80.0,26
Flash Point: Fire Rescue,"Casual, Indie, Strategy",$19.99,RetroEpic Software,Mar 29 2018,n/a,80.0,138
Mirror Drop,Indie,$7.99,Ian Lilley,May 18 2018,n/a,92.0,64
Wizened Dream,"Casual, Strategy",Free,Zhang Huan,Feb 12 2024,n/a,95.0,23
Need More Troops,"Adventure, Indie, Strategy",$2.99,Challenging Games,Oct 2 2021,n/a,90.0,22
Jacob's Quest Anniversary Edition,"Action, Adventure, Casual, RPG",$7.99,"Spacefarer Games, Jake Stephen Jackson",Nov 22 2022,n/a,64.0,14
Lost: Find,Casual,$3.99,DSGame,Dec 3 2021,n/a,88.0,1929
iZBOT,"Action, Indie",$11.99,Ruxar,Sep 1 2015,n/a,81.0,218
Traumada,"Adventure, Indie",$3.99,James Horn,Aug 11 2022,n/a,90.0,43
Two Doors,Indie,$3.99,"zidArts, Luca Zidane Bartl",Jun 15 2024,n/a,90.0,10
Battle Riders,"Action, Casual, Indie, Racing, Simulation",$0.99,OneManTeam,Apr 26 2017,n/a,80.0,86
Prominence Poker,"Casual, Massively Multiplayer, Simulation, Strategy, Free To Play",Free To Play,Pipeworks Studios,Dec 12 2016,n/a,84.0,7738
Voice of Cards: The Beasts of Burden,RPG,$29.99,Square Enix,Sep 13 2022,n/a,79.0,117
ConnecTank,"Action, Casual, Strategy",$29.99,"YummyYummyTummy, Tamatin Entertainment",Sep 28 2021,n/a,100.0,13
Planetes,"Action, Casual, Indie, RPG, Strategy, Early Access",$9.99,New Orbit Games,Aug 28 2018,n/a,33.0,24
Hidden Battle Top-Down 3D,"Action, Adventure, Casual, Indie, Simulation, Strategy",$199.99,Top-Down Games,Jun 21 2022,n/a,66.0,15
Leviathan: the Cargo — Ongoing series,"Action, Adventure, Indie, Early Access",$1.99,Lostwood,Jul 7 2016,n/a,53.0,54
Chameneon,"Adventure, Casual, Indie",$1.99,Burning Goat Studio,Dec 16 2021,n/a,94.0,38
The Good Life,"Indie, RPG",$29.99,White Owls Inc.,Oct 15 2021,n/a,77.0,166
Touhou Shoujo Tale of Beautiful Memories / 東方少女綺想譚,"Indie, RPG",$29.99,The N Main Shop,Aug 22 2019,n/a,93.0,170
Settlements Rising,"Indie, Simulation, Strategy, Early Access",$18.99,The Catalyst Crew,Oct 2 2024,n/a,92.0,78
Best Month Ever!,"Adventure, Indie",$19.99,Warsaw Film School Video Game & Film Production Studio,May 5 2022,n/a,76.0,109
The Ninja Saviors: Return of the Warriors,Action,$19.99,NatsumeAtari,Jul 24 2023,n/a,94.0,249
LUMbA: REDUX,"Action, Adventure, Indie",$4.99,Team Lumba,Aug 4 2022,n/a,100.0,21
Precision,"Indie, Strategy, Free To Play",Free To Play,Cenji,Aug 25 2023,n/a,85.0,14
Ignis Universia: Eternal Sisters Saga DX,"Adventure, Indie, RPG",Free,"Random Potion Oy, Hologram Monster Oy",Dec 7 2020,n/a,91.0,214
Deported: Drain the Swamp,Indie,$0.99,Crankage Games,Nov 5 2018,n/a,85.0,56
Paradise Angel,"Indie, RPG",$12.99,Akari blast!,Feb 16 2024,n/a,60.0,23
Cardinal Chains,"Casual, Indie",$2.99,Daniel Nora,Sep 9 2021,n/a,92.0,14
Northern Tale 2,"Adventure, Casual, Simulation, Strategy",$3.99,Qumaron,Nov 20 2017,n/a,94.0,18
No Ghost in Circus Caravan,"Adventure, Casual, Indie",$0.99,Midori Games / みどりげーむず,Sep 24 2024,n/a,100.0,10
Under Domain - Alien Invasion Simulator,"Indie, Simulation, Strategy",$5.99,Playlearn,Oct 22 2020,n/a,45.0,75
RC Mini Racers,"Action, Indie, Racing",$4.99,Decane,Jul 16 2015,n/a,91.0,37
WARCANA,"Indie, Strategy",$16.99,1000 Orks,Aug 29 2024,n/a,68.0,369
Armechgeddon,"Action, Indie",$7.99,MothCat,Apr 16 2024,n/a,86.0,38
Cinemoji: Oscar,"Casual, Indie",$0.99,Gray Boss,Apr 23 2021,n/a,100.0,14
Xploquest 2,"Adventure, RPG",Free To Play,Jean-Sébastien Nouveau,Feb 20 2018,n/a,89.0,19
Twinship,"Casual, Indie, Strategy",$1.99,RewindApp,Mar 14 2019,n/a,87.0,16
Only Up 2,"Action, Indie",$7.99,SKYZ Studio,Dec 17 2023,n/a,26.0,129
Xeno Runners,"Action, Casual, Indie, Racing, Simulation",$4.99,Atchio Games,Feb 19 2024,n/a,95.0,23
Project H,"Casual, Free To Play, Indie",Free,HollowPixels,Jul 15 2021,n/a,88.0,421
Citor3 Sex Villa VR Adult XXX Game,"Action, Adventure, Casual, Simulation",$4.99,Citor3,Mar 11 2021,n/a,30.0,10
Bird Feather: Aquamarine World,"Adventure, Casual, Indie, Simulation",$1.99,Andrium Games,May 15 2024,n/a,100.0,11
GRIME,"Action, Indie, RPG",$24.99,Clover Bite,Aug 2 2021,n/a,86.0,3739
House of 1000 Doors: The Palm of Zoroaster,"Adventure, Casual, Indie",$6.99,Five-BN,May 8 2012,n/a,91.0,47
Chronicle Keepers: The Dreaming Garden,"Adventure, Casual",$4.99,Novaq Games,Jun 11 2015,n/a,58.0,114
RideOp - VR Thrill Ride Experience,"Casual, Simulation",Free,GuraShop,Nov 29 2018,n/a,70.0,68
Spirit of the Island,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",$14.99,1M Bits Horde,Aug 17 2022,n/a,70.0,1030
Masked Shooters,"Action, Indie",$0.99,FreezeNova,May 21 2017,n/a,71.0,129
7th Deep,RPG,$3.99,G. A. Williams,Mar 8 2018,n/a,95.0,22
EPONYMOUS,"Adventure, Casual, Indie",$2.99,Minor Key Games,Oct 31 2017,n/a,70.0,55
Pyrax,"Casual, Indie",$1.99,RewindApp,Mar 1 2020,n/a,62.0,16
Rama's Quest,"Action, Free To Play",Free To Play,Roadtrip Games,Apr 22 2024,n/a,86.0,37
Gun Devil,"Action, Adventure, Indie, Free To Play",Free,Agelvik,Aug 2 2022,n/a,96.0,1392
Aces of the Luftwaffe - Squadron,"Action, Indie",$14.99,HandyGames,Jul 24 2018,n/a,69.0,72
Extra Coin,"Adventure, Indie",$4.99,CINIC Games,Oct 8 2024,n/a,98.0,50
O Rei,"Free To Play, Indie, Strategy",Free To Play,"Hagane, Lord Erin",Oct 25 2019,n/a,86.0,15
Deep the Game,"Action, Adventure, Free To Play, Indie",Free To Play,Goricina Productions,Dec 1 2018,n/a,77.0,942
PlayZ,"Action, Casual, Indie",$3.99,Red Light,Aug 6 2020,n/a,76.0,17
People Jumping Tower,"Casual, Indie, Simulation, Strategy",$199.99,Gamesforgames,May 14 2023,n/a,100.0,11
Cosmic Star Heroine,"Indie, RPG",$14.99,Zeboyd Digital Entertainment LLC,Apr 11 2017,n/a,90.0,714
Have a Nice Dream,"Free To Play, Indie, RPG",Free To Play,榭季生,May 24 2021,n/a,93.0,4385
Game For Anna,"Adventure, Indie",Free,Desert Fox,Jul 6 2021,n/a,81.0,111
Voice Love on Air,"Casual, Simulation",$29.99,"SOFTSTAR ENTERTAINMENT, Noisy Fish",Mar 27 2024,n/a,88.0,393
Vampire: The Masquerade - Shadows of New York,Indie,$12.99,Draw Distance,Sep 10 2020,n/a,79.0,957
This is Hell,Action,$6.66,Kilowatt Games,Nov 1 2022,n/a,90.0,32
69 Berta Hot,"Casual, Indie",$4.99,Loolust,Jul 25 2022,n/a,90.0,32
ICED,"Action, Adventure, Indie, Simulation",$9.99,AneaGames,May 15 2017,n/a,67.0,138
My Ass Pass to Succubus Sexland!,Casual,$9.99,Miel,May 20 2022,n/a,75.0,44
Hidden Cats - Haunted Mansion,Casual,$0.99,Hidden Cats,Oct 29 2024,n/a,90.0,10
Eternal Warfare,Strategy,$11.99,Space.cpp,Sep 5 2021,n/a,100.0,16
Fap & Cum 💦,"Casual, RPG, Simulation",$9.99,Octo Games,Jan 28 2023,n/a,56.0,127
The prisoner of the Night,"Adventure, Indie",$16.99,RMAL,Oct 1 2021,n/a,100.0,13
Overlord: Fellowship of Evil,"Action, Adventure",$9.99,Codemasters,Oct 19 2015,n/a,21.0,545
Iron Lung,"Adventure, Indie, Simulation",$7.99,David Szymanski,Mar 9 2022,n/a,92.0,7216
Dissection,"Action, Indie",$0.99,RandomSpin,Apr 21 2020,n/a,55.0,20
Sword of Fargoal,"Adventure, RPG",$2.99,"Epyx, Inc.",Dec 16 2022,n/a,100.0,15
What The Duck,"Action, Adventure, Indie, RPG",$19.99,Seize Studios,Nov 9 2023,n/a,54.0,31
Conrad Stevenson's Paranormal P.I.,"Casual, Indie, Simulation",$14.99,D&A Studios,Sep 28 2023,n/a,93.0,805
Hidden World Top-Down 3D,"Action, Adventure, Casual, Indie, Simulation, Sports, Strategy",$199.99,Top-Down Games,Mar 7 2022,n/a,45.0,20
Sky Sanctuary,"Action, Indie, Sports",$2.99,Glitchr Studio,Jul 31 2020,n/a,87.0,31
Once in Yaissor 3,"Adventure, Indie",$0.99,Valera Entertainment,Dec 3 2022,n/a,91.0,34
Old Boy,"Action, Adventure, Casual, Indie",$1.99,Fluid Control Games,Jun 4 2023,n/a,90.0,10
Stronghold: Warlords,"Simulation, Strategy",$39.99,FireFly Studios,Mar 9 2021,n/a,65.0,3932
Square Head Zombies 2 - FPS Game,"Action, Adventure, Casual, Indie",$11.99,Sabrina Aridi,Jul 30 2019,n/a,50.0,18
Horror In Valkeala,"Indie, Simulation",$0.99,"Tero Lunkka, Valkeala Software",Mar 3 2022,n/a,53.0,28
The Road to Canterbury,"Adventure, Indie, RPG",$5.99,Choice of Games,Apr 26 2018,n/a,73.0,15
Total Miner,"Action, Adventure, Indie, RPG, Early Access",$2.99,SamplerState Games LLC,Dec 23 2017,n/a,78.0,651
100 Doors - Escape from Prison,"Adventure, Casual",$9.99,Peaksel,Jun 15 2022,n/a,72.0,29
STAR OCEAN™ - THE LAST HOPE -™ 4K & Full HD Remaster,"Action, RPG",$20.99,"Square Enix, tri-Ace",Nov 28 2017,n/a,70.0,1395
Granny,"Adventure, Indie",$4.99,DVloper,Nov 20 2018,n/a,93.0,3970
Dissonance,"Adventure, Casual, Free To Play, Indie, RPG",Free,Resonance Studio,Apr 27 2022,n/a,92.0,166
Riley & Rochelle,"Adventure, Indie",$14.99,Owlskip Enterprises,Oct 18 2022,n/a,100.0,18
Broadway: 1849,"Adventure, Indie, RPG",$4.99,Choice of Games,Nov 22 2017,n/a,84.0,13
Gulf Echoes: Tent of Treason,"Adventure, Casual, Indie, Strategy, Free To Play",Free,OneMac,Sep 6 2023,n/a,80.0,42
Override 2: Super Mech League,"Action, Indie",$29.99,Maximum Entertainment,Dec 22 2020,n/a,62.0,108
Worm Adventure 4: Into the Wormhole,"Action, Adventure, Indie",$4.99,Joey Cook,Feb 4 2021,n/a,100.0,17
Knight Bewitched,"Casual, Indie, RPG",$4.99,Joshua Keith,Apr 18 2018,n/a,92.0,142
Divine Combat,"Free To Play, Strategy",Free,Primordial Pistols,May 24 2022,n/a,80.0,10
Space for Sale,"Simulation, Strategy, Early Access",$19.99,Mirage Game Studios,Jul 30 2024,n/a,60.0,92
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,Adventure,$19.99,"Phoenix Online Studios, Pinkerton Road Studio",Oct 15 2014,n/a,89.0,840
Professor Watts Memory Match: Yummy Cupcakes,Casual,$4.99,Ripknot Systems,Aug 13 2018,n/a,50.0,18
Gwan Moon High School : The Ghost Gate,"Adventure, Indie",$18.99,Studio AWE,Mar 12 2021,n/a,76.0,50
Sword of the Necromancer - Prologue,"Action, Adventure, Free To Play, Indie, RPG",Free To Play,Grimorio of Games,Nov 3 2020,n/a,86.0,303
Game Of Mafia,"Action, Adventure, Indie",$9.99,"FastGame, VICTORIA Games",Mar 25 2021,n/a,78.0,95
Room No. 9,Indie,$29.99,parade,Aug 6 2020,n/a,90.0,262
Bleeding Metal Rainbow,"Action, Casual, Indie, Strategy",$1.00,Butterfly,Dec 22 2022,n/a,100.0,10
BasementVR,"Animation & Modeling, Design & Illustration, Utilities, Web Publishing, Early Access",Free,"Adam Roszyk, Mariusz Lewandowski, Karol Anioła",Dec 19 2016,n/a,64.0,28
Silent Hill Homecoming,Adventure,$39.99,Double Helix Games,Nov 6 2008,n/a,47.0,2128
First Impact: Rise of a Hero,"Action, Adventure, Casual, Indie, RPG",$19.99,Red Meat Games,Jun 8 2018,n/a,40.0,15
One Hour One Life,"Indie, Massively Multiplayer, Simulation",$14.99,Jason Rohrer,Nov 8 2018,n/a,80.0,3623
Anamnesia - part 1: am i my body?,"Adventure, Indie, Free To Play",Free,Simon Herbig,Feb 21 2024,n/a,94.0,70
One Dreamer: Prologue,"Free To Play, Indie",Free To Play,One Dreamer Company,May 7 2020,n/a,95.0,796
Call of Duty®: Modern Warfare® 2 (2009),Action,$19.99,Infinity Ward,Nov 12 2009,n/a,93.0,32324
Broken Metal,"Indie, Strategy",Free To Play,Armadillo Game Studios,Dec 8 2019,n/a,90.0,11
Access Denied: Escape,"Adventure, Indie",$4.99,Stately Snail,Jul 27 2023,n/a,97.0,121
Doppelgänger,Adventure,$12.99,HOLOSTARS English,Dec 21 2023,n/a,100.0,37
Mirror Mysteries,Adventure,$4.99,Easy Co,Apr 10 2014,n/a,77.0,203
Base Defense,"Action, Free To Play, RPG",Free Mod,PLut,Nov 20 2017,n/a,88.0,364
Eternower,"Casual, Indie, Strategy",$1.00,Rokas,Mar 29 2020,n/a,91.0,45
XWidget,"Animation & Modeling, Design & Illustration, Utilities",$3.99,DeskDev Team,Nov 19 2018,n/a,67.0,407
Color Guardians,"Action, Indie",$14.99,Fair Play Labs,May 12 2015,n/a,89.0,19
Couch Combat,Action,$9.99,ButWhyLevin,Jul 13 2022,n/a,72.0,29
Necromancer Accountant,"Casual, Free To Play, Indie, Simulation, Strategy",Free,Artyom Laletin,Oct 31 2017,n/a,72.0,75
The Way of Life Free Edition,"Free To Play, Indie",Free,"CyberCoconut, Fabio Ferrara",May 31 2016,n/a,74.0,6272
Trap Trek: Ultimate Other Me,"Action, Adventure, Casual, Indie",$5.99,KuboushiGames,May 21 2024,n/a,84.0,13
Russian Reality,"Action, Adventure, Indie",$10.99,Echpochmak Studio,Dec 11 2020,n/a,68.0,16
Spellwake,"Action, Casual, Free To Play, Indie, Massively Multiplayer, RPG",Free To Play,Norrman Brothers,Sep 1 2018,n/a,86.0,224
Heavenly Badonkers Angel Bitches,"Adventure, RPG",$18.99,MikanBatake,May 28 2023,n/a,88.0,26
Gunpoint,"Action, Indie, Strategy",$9.99,Suspicious Developments,Jun 3 2013,n/a,97.0,9962
Fruitbus,"Adventure, Casual, Indie, Simulation",$24.99,Krillbite Studio,Oct 28 2024,n/a,82.0,209
Natural Disaster: A Butterfly's Guide to Mass Destruction,"Adventure, Casual, Simulation",Free,Burning Reel Studios,Apr 26 2023,n/a,100.0,34
The Dreamlord,"Adventure, Casual, Indie",$1.99,mesetts,Dec 13 2016,n/a,53.0,127
Illegal Mahjong,"Adventure, Indie, RPG",$6.99,AleCubicSoft,Jan 11 2024,n/a,83.0,91
Puzzle Monarch: Nile River,"Casual, Indie, Strategy",$4.99,Ripknot Systems,Sep 23 2018,n/a,52.0,17
Lab Remnants,"Action, Indie",$1.99,kurigamedev,Apr 15 2022,n/a,94.0,17
VR The Diner Duo,"Casual, Indie, Simulation",$14.99,Whirlybird Games,Nov 2 2016,n/a,95.0,417
reYal,"Adventure, Indie",$1.99,xrrawva,May 30 2019,n/a,71.0,14
The Stalked,"Adventure, Indie",$2.99,Korvinrular,Mar 28 2024,n/a,92.0,203
RUSH,"Casual, Indie, Strategy",$4.99,Two Tribes,Dec 3 2010,n/a,89.0,1087
Cyberforge: First Light,"Action, Adventure, Indie, RPG, Early Access",Free,Tater Games,Oct 26 2020,n/a,80.0,26
City of Chains,"Adventure, Indie, RPG, Strategy",$8.99,Astronomic Games,Dec 8 2015,n/a,78.0,152
Katharsis,"Adventure, Indie, Simulation",$4.99,KOCMOC17,Aug 25 2017,n/a,71.0,39
The Room Syndrome,"Casual, Indie, Free To Play",Free,Jesse Carradine,Nov 1 2019,n/a,94.0,348
Styx: Shards of Darkness,"Action, Adventure",$19.99,Cyanide Studio,Mar 14 2017,n/a,83.0,3918
rumii,"Simulation, Education, Software Training",Free,Doghead Simulations,Jun 26 2018,n/a,70.0,24
Cats Hidden in China,"Casual, Indie",$0.99,Travellin Cats,Apr 25 2024,n/a,98.0,413
